Tuned time [Ma],Foram bent [#] (ISOBENbinned_d13Ccount),Foram bent δ13C [‰ PDB] (ISOBENbinned_d13C),13C_binned_interp,Foram bent [#] (ISOBENbinned_d18Ocount),Foram bent δ18O [‰ PDB] (ISOBENbinned_d18O),18O_binned_interp,13C_LOESSsmooth,18O_LOESSsmooth,Comment (error),13C_LOESSsmoothLongTerm),18O_LOESSsmoothLongTerm,Comment (ISOBENLOESSsmooth_pts)
16.61,0,,1.317,0,,2.178,1.319,2.186,10pts smooth,1.0162923,1.8144865,500pts smooth
16.612,0,,1.305,0,,2.186,1.305,2.188,10pts smooth,1.014776,1.8149441,500pts smooth
16.614,1,1.293,1.293,1,2.193,2.193,1.32,2.184,10pts smooth,1.0132606,1.8154263,500pts smooth
16.616,0,,1.341,0,,2.174,1.341,2.175,10pts smooth,1.0117464,1.8159335,500pts smooth
16.618,1,1.389,1.389,1,2.155,2.155,1.367,2.165,10pts smooth,1.0101947,1.816463,500pts smooth
16.62,0,,1.383,0,,2.135,1.386,2.145,10pts smooth,1.0085684,1.8170118,500pts smooth
16.622,0,,1.376,0,,2.114,1.383,2.117,10pts smooth,1.0068702,1.8175796,500pts smooth
16.624,1,1.37,1.37,1,2.094,2.094,1.362,2.051,10pts smooth,1.0051023,1.8181664,500pts smooth
16.626,0,,1.316,0,,1.974,1.324,1.969,10pts smooth,1.0032669,1.8187717,500pts smooth
16.628,0,,1.261,0,,1.855,1.261,1.863,10pts smooth,1.0013669,1.8193953,500pts smooth
16.63,1,1.207,1.207,1,1.735,1.735,1.18,1.763,10pts smooth,0.99940407,1.8200371,500pts smooth
16.632,0,,1.081,0,,1.701,1.078,1.703,10pts smooth,0.99738121,1.8206967,500pts smooth
16.634,1,0.954,0.954,1,1.667,1.667,0.974,1.666,10pts smooth,0.99530053,1.8213741,500pts smooth
16.636,0,,0.886,0,,1.668,0.878,1.652,10pts smooth,0.99316448,1.8220687,500pts smooth
16.638,0,,0.818,0,,1.67,0.809,1.664,10pts smooth,0.99097538,1.8227805,500pts smooth
16.64,1,0.75,0.75,1,1.671,1.671,0.804,1.713,10pts smooth,0.98873568,1.8235093,500pts smooth
16.642,0,,0.829,0,,1.776,0.831,1.783,10pts smooth,0.98644769,1.8242548,500pts smooth
16.644,0,,0.907,0,,1.882,0.894,1.873,10pts smooth,0.98411381,1.8250167,500pts smooth
16.646,1,0.986,0.986,1,1.987,1.987,0.961,1.958,10pts smooth,0.98173648,1.8257948,500pts smooth
16.648,0,,0.998,0,,2,0.995,1.998,10pts smooth,0.97931802,1.826589,500pts smooth
16.65,1,1.01,1.01,1,2.014,2.014,1.013,2.013,10pts smooth,0.97686082,1.8273989,500pts smooth
16.652,0,,1.005,0,,1.988,1.013,1.998,10pts smooth,0.97436732,1.8282243,500pts smooth
16.654,0,,0.999,0,,1.963,1,1.964,10pts smooth,0.97183979,1.8290648,500pts smooth
16.656,1,0.994,0.994,1,1.937,1.937,0.969,1.907,10pts smooth,0.96928072,1.8299205,500pts smooth
16.658,0,,0.934,0,,1.85,0.934,1.849,10pts smooth,0.96669239,1.830791,500pts smooth
16.66,1,0.874,0.874,1,1.762,1.762,0.902,1.808,10pts smooth,0.96407729,1.8316761,500pts smooth
16.662,0,,0.876,0,,1.784,0.876,1.784,10pts smooth,0.9614377,1.8325754,500pts smooth
16.664,0,,0.878,0,,1.806,0.873,1.797,10pts smooth,0.95877612,1.8334888,500pts smooth
16.666,0,,0.88,0,,1.828,0.878,1.824,10pts smooth,0.9560948,1.8344162,500pts smooth
16.668,0,,0.882,0,,1.85,0.881,1.847,10pts smooth,0.9533962,1.835357,500pts smooth
16.67,0,,0.885,0,,1.872,0.885,1.872,10pts smooth,0.95068264,1.8363112,500pts smooth
16.672,0,,0.887,0,,1.894,0.887,1.894,10pts smooth,0.94795662,1.8372786,500pts smooth
16.674,0,,0.889,0,,1.916,0.889,1.916,10pts smooth,0.94522041,1.8382589,500pts smooth
16.676,0,,0.891,0,,1.938,0.891,1.938,10pts smooth,0.94247639,1.8392519,500pts smooth
16.678,0,,0.893,0,,1.96,0.893,1.96,10pts smooth,0.93972701,1.8402572,500pts smooth
16.68,0,,0.895,0,,1.983,0.895,1.983,10pts smooth,0.93697464,1.8412747,500pts smooth
16.682,0,,0.897,0,,2.005,0.897,2.005,10pts smooth,0.93422163,1.8423042,500pts smooth
16.684,0,,0.899,0,,2.027,0.899,2.027,10pts smooth,0.93147033,1.8433454,500pts smooth
16.686,0,,0.901,0,,2.049,0.901,2.049,10pts smooth,0.92872322,1.8443981,500pts smooth
16.688,0,,0.903,0,,2.071,0.903,2.071,10pts smooth,0.92598259,1.845462,500pts smooth
16.69,0,,0.906,0,,2.093,0.906,2.094,10pts smooth,0.92325085,1.8465369,500pts smooth
16.692,0,,0.908,0,,2.115,0.908,2.116,10pts smooth,0.92053044,1.8476226,500pts smooth
16.694,0,,0.91,0,,2.137,0.91,2.139,10pts smooth,0.91782367,1.8487188,500pts smooth
16.696,0,,0.912,0,,2.159,0.912,2.16,10pts smooth,0.91513294,1.8498253,500pts smooth
16.698,1,0.914,0.914,1,2.181,2.181,0.916,2.174,10pts smooth,0.91246057,1.8509418,500pts smooth
16.7,0,,0.919,0,,2.179,0.92,2.182,10pts smooth,0.90980905,1.8520681,500pts smooth
16.702,0,,0.924,0,,2.178,0.924,2.18,10pts smooth,0.90718073,1.853204,500pts smooth
16.704,1,0.929,0.929,1,2.176,2.176,0.926,2.17,10pts smooth,0.90457797,1.8543493,500pts smooth
16.706,0,,0.921,0,,2.15,0.923,2.153,10pts smooth,0.90200317,1.8555036,500pts smooth
16.708,0,,0.914,0,,2.125,0.915,2.128,10pts smooth,0.89945865,1.8566668,500pts smooth
16.71,1,0.906,0.906,1,2.099,2.099,0.893,2.093,10pts smooth,0.89694685,1.8578386,500pts smooth
16.712,0,,0.868,0,,2.049,0.868,2.05,10pts smooth,0.89447016,1.8590188,500pts smooth
16.714,1,0.83,0.83,1,1.999,1.999,0.837,1.994,10pts smooth,0.89203095,1.8602072,500pts smooth
16.716,0,,0.819,0,,1.939,0.813,1.935,10pts smooth,0.88963157,1.8614035,500pts smooth
16.718,0,,0.809,0,,1.878,0.809,1.879,10pts smooth,0.88727444,1.8626074,500pts smooth
16.72,1,0.798,0.798,1,1.818,1.818,0.821,1.832,10pts smooth,0.88496196,1.8638188,500pts smooth
16.722,0,,0.859,0,,1.81,0.867,1.807,10pts smooth,0.88269645,1.8650373,500pts smooth
16.724,0,,0.921,0,,1.802,0.92,1.8,10pts smooth,0.88048029,1.8662629,500pts smooth
16.726,1,0.982,0.982,1,1.794,1.794,0.974,1.83,10pts smooth,0.87831593,1.8674952,500pts smooth
16.728,0,,1.002,0,,1.859,1.006,1.861,10pts smooth,0.87620568,1.8687339,500pts smooth
16.73,1,1.022,1.022,1,1.925,1.925,0.974,1.865,10pts smooth,0.87415195,1.8699789,500pts smooth
16.732,0,,0.914,0,,1.856,0.913,1.853,10pts smooth,0.87215716,1.87123,500pts smooth
16.734,0,,0.807,0,,1.788,0.82,1.797,10pts smooth,0.87022364,1.8724868,500pts smooth
16.736,1,0.699,0.699,1,1.719,1.719,0.722,1.734,10pts smooth,0.86835378,1.8737491,500pts smooth
16.738,0,,0.653,0,,1.692,0.655,1.692,10pts smooth,0.86654997,1.8750168,500pts smooth
16.74,1,0.607,0.607,1,1.665,1.665,0.602,1.665,10pts smooth,0.86481458,1.8762895,500pts smooth
16.742,0,,0.572,0,,1.668,0.566,1.666,10pts smooth,0.86315006,1.8775671,500pts smooth
16.744,1,0.537,0.537,1,1.671,1.671,0.542,1.685,10pts smooth,0.86155868,1.8788491,500pts smooth
16.746,0,,0.528,0,,1.728,0.522,1.727,10pts smooth,0.86004287,1.8801357,500pts smooth
16.748,0,,0.52,0,,1.786,0.516,1.781,10pts smooth,0.85860503,1.8814262,500pts smooth
16.75,1,0.511,0.511,1,1.843,1.843,0.531,1.842,10pts smooth,0.85718989,1.8827361,500pts smooth
16.752,0,,0.563,0,,1.901,0.561,1.904,10pts smooth,0.85574162,1.8840799,500pts smooth
16.754,0,,0.614,0,,1.958,0.609,1.959,10pts smooth,0.85426152,1.8854567,500pts smooth
16.756,1,0.666,0.666,1,2.016,2.016,0.669,2.014,10pts smooth,0.8527509,1.8868654,500pts smooth
16.758,0,,0.715,0,,2.034,0.725,2.051,10pts smooth,0.85121119,1.8883052,500pts smooth
16.76,0,,0.764,0,,2.053,0.756,2.046,10pts smooth,0.84964365,1.889775,500pts smooth
16.762,1,0.813,0.813,1,2.071,2.071,0.77,2.01,10pts smooth,0.84804964,1.8912739,500pts smooth
16.764,0,,0.753,0,,1.927,0.755,1.923,10pts smooth,0.84643054,1.8928009,500pts smooth
16.766,1,0.693,0.693,1,1.783,1.783,0.734,1.828,10pts smooth,0.84478772,1.8943551,500pts smooth
16.768,0,,0.721,0,,1.751,0.736,1.753,10pts smooth,0.84312242,1.8959353,500pts smooth
16.77,0,,0.748,0,,1.719,0.74,1.71,10pts smooth,0.84143609,1.8975408,500pts smooth
16.772,1,0.776,0.776,1,1.687,1.687,0.738,1.755,10pts smooth,0.83973002,1.8991705,500pts smooth
16.774,0,,0.73,0,,1.821,0.73,1.821,10pts smooth,0.8380056,1.9008235,500pts smooth
16.776,1,0.683,0.683,1,1.954,1.954,0.708,1.877,10pts smooth,0.83626419,1.9024987,500pts smooth
16.778,0,,0.684,0,,1.922,0.685,1.92,10pts smooth,0.83450705,1.9041953,500pts smooth
16.78,0,,0.684,0,,1.89,0.685,1.903,10pts smooth,0.83273554,1.9059123,500pts smooth
16.782,0,,0.685,0,,1.859,0.688,1.866,10pts smooth,0.83095109,1.9076486,500pts smooth
16.784,0,,0.686,0,,1.827,0.696,1.833,10pts smooth,0.82915497,1.9094032,500pts smooth
16.786,0,,0.686,0,,1.795,0.689,1.796,10pts smooth,0.82734853,1.9111754,500pts smooth
16.788,1,0.687,0.687,1,1.763,1.763,0.615,1.732,10pts smooth,0.82553315,1.912964,500pts smooth
16.79,0,,0.565,0,,1.711,0.534,1.681,10pts smooth,0.8237102,1.914768,500pts smooth
16.792,0,,0.444,0,,1.658,0.479,1.692,10pts smooth,0.82188094,1.9165866,500pts smooth
16.794,1,0.322,0.322,1,1.606,1.606,0.464,1.739,10pts smooth,0.82004678,1.9184188,500pts smooth
16.796,0,,0.559,0,,1.865,0.566,1.872,10pts smooth,0.81820905,1.9202634,500pts smooth
16.798,1,0.795,0.795,1,2.125,2.125,0.687,1.991,10pts smooth,0.81636912,1.9221199,500pts smooth
16.8,0,,0.785,0,,2.03,0.751,1.993,10pts smooth,0.81452823,1.9239868,500pts smooth
16.802,1,0.775,0.775,1,1.935,1.935,0.781,1.93,10pts smooth,0.81268787,1.9258634,500pts smooth
16.804,0,,0.723,0,,1.751,0.729,1.748,10pts smooth,0.81084931,1.9277487,500pts smooth
16.806,0,,0.671,0,,1.568,0.672,1.569,10pts smooth,0.8090139,1.9296418,500pts smooth
16.808,1,0.619,0.619,1,1.384,1.384,0.671,1.505,10pts smooth,0.80718297,1.9315416,500pts smooth
16.81,0,,0.689,0,,1.501,0.691,1.499,10pts smooth,0.80535793,1.9334472,500pts smooth
16.812,0,,0.759,0,,1.619,0.747,1.589,10pts smooth,0.80354005,1.9353576,500pts smooth
16.814,1,0.829,0.829,1,1.736,1.736,0.807,1.708,10pts smooth,0.80173075,1.9372718,500pts smooth
16.816,0,,0.844,0,,1.801,0.849,1.806,10pts smooth,0.79993129,1.939189,500pts smooth
16.818,0,,0.858,0,,1.867,0.874,1.888,10pts smooth,0.79814309,1.941108,500pts smooth
16.82,0,,0.873,0,,1.933,0.875,1.933,10pts smooth,0.79636747,1.943028,500pts smooth
16.822,1,0.887,0.887,1,1.998,1.998,0.839,1.923,10pts smooth,0.79460573,1.944948,500pts smooth
16.824,0,,0.789,0,,1.893,0.79,1.894,10pts smooth,0.79285926,1.9468669,500pts smooth
16.826,1,0.691,0.691,1,1.788,1.788,0.73,1.86,10pts smooth,0.79112947,1.9487838,500pts smooth
16.828,0,,0.673,0,,1.825,0.674,1.833,10pts smooth,0.78941756,1.9506978,500pts smooth
16.83,0,,0.656,0,,1.862,0.65,1.851,10pts smooth,0.78772497,1.9526079,500pts smooth
16.832,1,0.638,0.638,1,1.899,1.899,0.639,1.877,10pts smooth,0.78605306,1.9545131,500pts smooth
16.834,0,,0.637,0,,1.886,0.632,1.88,10pts smooth,0.78440315,1.9564124,500pts smooth
16.836,0,,0.636,0,,1.874,0.634,1.878,10pts smooth,0.78277659,1.9583049,500pts smooth
16.838,1,0.635,0.635,1,1.861,1.861,0.646,1.874,10pts smooth,0.78117466,1.9601896,500pts smooth
16.84,0,,0.664,0,,1.873,0.665,1.872,10pts smooth,0.77959883,1.9620655,500pts smooth
16.842,0,,0.692,0,,1.886,0.692,1.887,10pts smooth,0.7780503,1.9639317,500pts smooth
16.844,1,0.721,0.721,1,1.898,1.898,0.718,1.905,10pts smooth,0.77653056,1.9657872,500pts smooth
16.846,0,,0.728,0,,1.916,0.739,1.93,10pts smooth,0.77504086,1.9676309,500pts smooth
16.848,0,,0.735,0,,1.933,0.74,1.937,10pts smooth,0.77358258,1.969462,500pts smooth
16.85,1,0.742,0.742,1,1.951,1.951,0.683,1.875,10pts smooth,0.77215707,1.9712795,500pts smooth
16.852,0,,0.622,0,,1.813,0.608,1.794,10pts smooth,0.77076566,1.9730824,500pts smooth
16.854,0,,0.501,0,,1.676,0.516,1.694,10pts smooth,0.76940972,1.9748697,500pts smooth
16.856,1,0.381,0.381,1,1.538,1.538,0.443,1.62,10pts smooth,0.76809061,1.9766406,500pts smooth
16.858,0,,0.442,0,,1.64,0.448,1.656,10pts smooth,0.76680958,1.9783939,500pts smooth
16.86,0,,0.502,0,,1.742,0.486,1.731,10pts smooth,0.76556808,1.9801286,500pts smooth
16.862,0,,0.563,0,,1.844,0.553,1.825,10pts smooth,0.7643674,1.9818441,500pts smooth
16.864,1,0.623,0.623,1,1.946,1.946,0.627,1.909,10pts smooth,0.76320887,1.983539,500pts smooth
16.866,0,,0.677,0,,1.927,0.692,1.929,10pts smooth,0.7620939,1.9852126,500pts smooth
16.868,0,,0.731,0,,1.907,0.736,1.92,10pts smooth,0.76102382,1.9868637,500pts smooth
16.87,1,0.785,0.785,1,1.888,1.888,0.714,1.878,10pts smooth,0.75999993,1.9884917,500pts smooth
16.872,0,,0.679,0,,1.826,0.667,1.823,10pts smooth,0.75902361,1.9900953,500pts smooth
16.874,0,,0.574,0,,1.765,0.593,1.769,10pts smooth,0.75809622,1.9916735,500pts smooth
16.876,1,0.468,0.468,1,1.703,1.703,0.529,1.72,10pts smooth,0.75721908,1.9932256,500pts smooth
16.878,0,,0.53,0,,1.689,0.541,1.69,10pts smooth,0.75639349,1.9947504,500pts smooth
16.88,0,,0.591,0,,1.675,0.577,1.67,10pts smooth,0.7556209,1.9962471,500pts smooth
16.882,1,0.653,0.653,1,1.661,1.661,0.624,1.662,10pts smooth,0.75492132,1.9977489,500pts smooth
16.884,0,,0.662,0,,1.653,0.668,1.656,10pts smooth,0.75431228,1.9992888,500pts smooth
16.886,0,,0.672,0,,1.645,0.678,1.645,10pts smooth,0.75379127,2.0008657,500pts smooth
16.888,1,0.681,0.681,1,1.637,1.637,0.667,1.612,10pts smooth,0.7533558,2.0024784,500pts smooth
16.89,0,,0.647,0,,1.594,0.646,1.58,10pts smooth,0.75300348,2.0041256,500pts smooth
16.892,0,,0.613,0,,1.55,0.615,1.558,10pts smooth,0.7527318,2.0058062,500pts smooth
16.894,1,0.579,0.579,1,1.507,1.507,0.585,1.559,10pts smooth,0.75253826,2.007519,500pts smooth
16.896,0,,0.569,0,,1.613,0.562,1.626,10pts smooth,0.75242043,2.0092626,500pts smooth
16.898,0,,0.56,0,,1.719,0.555,1.707,10pts smooth,0.75237584,2.0110359,500pts smooth
16.9,1,0.55,0.55,1,1.825,1.825,0.586,1.773,10pts smooth,0.75240195,2.0128376,500pts smooth
16.902,0,,0.632,0,,1.827,0.635,1.826,10pts smooth,0.75249636,2.0146666,500pts smooth
16.904,0,,0.713,0,,1.83,0.704,1.841,10pts smooth,0.75265658,2.0165217,500pts smooth
16.906,1,0.795,0.795,1,1.832,1.832,0.775,1.849,10pts smooth,0.7528801,2.0184016,500pts smooth
16.908,0,,0.82,0,,1.872,0.819,1.88,10pts smooth,0.75316447,2.0203052,500pts smooth
16.91,0,,0.845,0,,1.911,0.85,1.911,10pts smooth,0.75350726,2.0222311,500pts smooth
16.912,1,0.87,0.87,1,1.951,1.951,0.863,1.942,10pts smooth,0.75390589,2.0241783,500pts smooth
16.914,0,,0.87,0,,1.957,0.87,1.96,10pts smooth,0.75435805,2.0261455,500pts smooth
16.916,1,0.87,0.87,1,1.964,1.964,0.879,1.936,10pts smooth,0.75486112,2.0281312,500pts smooth
16.918,0,,0.888,0,,1.904,0.888,1.897,10pts smooth,0.7554127,2.0301347,500pts smooth
16.92,0,,0.905,0,,1.844,0.904,1.829,10pts smooth,0.75601023,2.0321546,500pts smooth
16.922,0,,0.923,0,,1.784,0.924,1.787,10pts smooth,0.7566514,2.0341892,500pts smooth
16.924,1,0.941,0.941,1,1.724,1.724,0.951,1.844,10pts smooth,0.75733358,2.036238,500pts smooth
16.926,0,,0.972,0,,1.939,0.973,1.936,10pts smooth,0.75805444,2.0382996,500pts smooth
16.928,1,1.003,1.003,1,2.153,2.153,0.977,2.063,10pts smooth,0.75881135,2.0403724,500pts smooth
16.93,0,,0.976,0,,2.182,0.972,2.182,10pts smooth,0.75960195,2.0424557,500pts smooth
16.932,0,,0.948,0,,2.212,0.954,2.219,10pts smooth,0.76042372,2.0445478,500pts smooth
16.934,1,0.921,0.921,1,2.241,2.241,0.937,2.226,10pts smooth,0.76127422,2.046648,500pts smooth
16.936,0,,0.938,0,,2.215,0.941,2.211,10pts smooth,0.76215094,2.0487547,500pts smooth
16.938,0,,0.956,0,,2.189,0.955,2.196,10pts smooth,0.76305145,2.0508666,500pts smooth
16.94,1,0.973,0.973,1,2.163,2.163,0.986,2.22,10pts smooth,0.76397324,2.052983,500pts smooth
16.942,0,,1.009,0,,2.248,1.011,2.248,10pts smooth,0.76491386,2.0551021,500pts smooth
16.944,1,1.044,1.044,1,2.333,2.333,1.004,2.273,10pts smooth,0.76587081,2.0572231,500pts smooth
16.946,0,,0.98,0,,2.291,0.979,2.286,10pts smooth,0.76684165,2.0593448,500pts smooth
16.948,0,,0.916,0,,2.249,0.917,2.249,10pts smooth,0.76782387,2.0614655,500pts smooth
16.95,0,,0.852,0,,2.208,0.854,2.21,10pts smooth,0.76881504,2.0635846,500pts smooth
16.952,1,0.788,0.788,1,2.166,2.166,0.814,2.196,10pts smooth,0.76981264,2.0657003,500pts smooth
16.954,0,,0.804,0,,2.223,0.806,2.221,10pts smooth,0.77081424,2.067812,500pts smooth
16.956,0,,0.82,0,,2.279,0.813,2.269,10pts smooth,0.77181739,2.0699179,500pts smooth
16.958,1,0.836,0.836,1,2.336,2.336,0.824,2.347,10pts smooth,0.77281952,2.0720172,500pts smooth
16.96,0,,0.838,0,,2.42,0.838,2.43,10pts smooth,0.77381825,2.0741086,500pts smooth
16.962,0,,0.841,0,,2.504,0.843,2.5,10pts smooth,0.77481109,2.0761907,500pts smooth
16.964,1,0.843,0.843,1,2.588,2.588,0.849,2.552,10pts smooth,0.77579552,2.0782623,500pts smooth
16.966,0,,0.856,0,,2.559,0.861,2.558,10pts smooth,0.7767691,2.0803225,500pts smooth
16.968,0,,0.87,0,,2.529,0.87,2.541,10pts smooth,0.77772939,2.0823698,500pts smooth
16.97,1,0.883,0.883,1,2.5,2.5,0.86,2.497,10pts smooth,0.77867389,2.084403,500pts smooth
16.972,0,,0.854,0,,2.454,0.847,2.447,10pts smooth,0.77960008,2.0864213,500pts smooth
16.974,0,,0.825,0,,2.407,0.832,2.412,10pts smooth,0.78050554,2.0884228,500pts smooth
16.976,1,0.796,0.796,1,2.361,2.361,0.827,2.388,10pts smooth,0.78138781,2.0904067,500pts smooth
16.978,0,,0.849,0,,2.387,0.859,2.396,10pts smooth,0.78224438,2.0923717,500pts smooth
16.98,0,,0.901,0,,2.413,0.896,2.408,10pts smooth,0.78307277,2.0943165,500pts smooth
16.982,1,0.954,0.954,1,2.439,2.439,0.914,2.399,10pts smooth,0.78387058,2.0962403,500pts smooth
16.984,0,,0.919,0,,2.382,0.92,2.378,10pts smooth,0.78463525,2.0981412,500pts smooth
16.986,0,,0.885,0,,2.324,0.893,2.333,10pts smooth,0.78536433,2.1000185,500pts smooth
16.988,1,0.85,0.85,1,2.267,2.267,0.859,2.288,10pts smooth,0.78605539,2.1018708,500pts smooth
16.99,0,,0.834,0,,2.266,0.839,2.269,10pts smooth,0.78670591,2.1036971,500pts smooth
16.992,0,,0.817,0,,2.265,0.819,2.26,10pts smooth,0.78731346,2.1054957,500pts smooth
16.994,0,,0.8,0,,2.263,0.79,2.259,10pts smooth,0.78787547,2.1072659,500pts smooth
16.996,1,0.784,0.784,1,2.262,2.262,0.76,2.26,10pts smooth,0.78838962,2.1090062,500pts smooth
16.998,0,,0.725,0,,2.255,0.726,2.255,10pts smooth,0.78885335,2.1107154,500pts smooth
17,1,0.665,0.665,1,2.248,2.248,0.704,2.25,10pts smooth,0.78926414,2.1123924,500pts smooth
17.002,0,,0.711,0,,2.245,0.72,2.245,10pts smooth,0.78961962,2.1140361,500pts smooth
17.004,0,,0.757,0,,2.243,0.748,2.242,10pts smooth,0.78991729,2.1156449,500pts smooth
17.006,1,0.803,0.803,1,2.24,2.24,0.779,2.241,10pts smooth,0.79015464,2.117218,500pts smooth
17.008,0,,0.809,0,,2.244,0.809,2.242,10pts smooth,0.79032922,2.1187539,500pts smooth
17.01,0,,0.814,0,,2.247,0.818,2.248,10pts smooth,0.79043853,2.1202514,500pts smooth
17.012,1,0.82,0.82,1,2.251,2.251,0.824,2.259,10pts smooth,0.79048014,2.1217093,500pts smooth
17.014,0,,0.835,0,,2.275,0.837,2.276,10pts smooth,0.79051763,2.1231692,500pts smooth
17.016,0,,0.85,0,,2.298,0.853,2.296,10pts smooth,0.79061502,2.1246715,500pts smooth
17.018,1,0.865,0.865,1,2.322,2.322,0.872,2.307,10pts smooth,0.79077041,2.1262147,500pts smooth
17.02,0,,0.896,0,,2.304,0.902,2.301,10pts smooth,0.79098171,2.1277976,500pts smooth
17.022,0,,0.927,0,,2.285,0.927,2.289,10pts smooth,0.79124707,2.1294184,500pts smooth
17.024,1,0.958,0.958,1,2.267,2.267,0.931,2.277,10pts smooth,0.7915644,2.1310756,500pts smooth
17.026,0,,0.925,0,,2.262,0.924,2.264,10pts smooth,0.79193181,2.1327674,500pts smooth
17.028,0,,0.893,0,,2.258,0.899,2.254,10pts smooth,0.79234737,2.1344924,500pts smooth
17.03,1,0.86,0.86,1,2.253,2.253,0.872,2.243,10pts smooth,0.79280907,2.1362488,500pts smooth
17.032,0,,0.86,0,,2.228,0.86,2.218,10pts smooth,0.79331487,2.1380355,500pts smooth
17.034,0,,0.86,0,,2.202,0.856,2.202,10pts smooth,0.79386294,2.1398504,500pts smooth
17.036,1,0.86,0.86,1,2.177,2.177,0.867,2.217,10pts smooth,0.7944513,2.1416922,500pts smooth
17.038,0,,0.881,0,,2.244,0.883,2.249,10pts smooth,0.79507786,2.1435592,500pts smooth
17.04,0,,0.903,0,,2.31,0.905,2.319,10pts smooth,0.79574078,2.1454499,500pts smooth
17.042,0,,0.924,0,,2.377,0.924,2.374,10pts smooth,0.79643798,2.1473627,500pts smooth
17.044,1,0.945,0.945,1,2.443,2.443,0.923,2.353,10pts smooth,0.79716766,2.1492958,500pts smooth
17.046,0,,0.912,0,,2.302,0.913,2.304,10pts smooth,0.79792768,2.151248,500pts smooth
17.048,1,0.88,0.88,1,2.161,2.161,0.892,2.231,10pts smooth,0.79871619,2.1532176,500pts smooth
17.05,0,,0.862,0,,2.137,0.863,2.146,10pts smooth,0.79953116,2.1552029,500pts smooth
17.052,0,,0.845,0,,2.114,0.843,2.1,10pts smooth,0.80037063,2.1572022,500pts smooth
17.054,1,0.827,0.827,1,2.09,2.09,0.837,2.125,10pts smooth,0.8012327,2.1592143,500pts smooth
17.056,0,,0.836,0,,2.168,0.837,2.174,10pts smooth,0.80211532,2.1612372,500pts smooth
17.058,0,,0.845,0,,2.246,0.841,2.233,10pts smooth,0.8030166,2.1632698,500pts smooth
17.06,1,0.854,0.854,1,2.324,2.324,0.845,2.289,10pts smooth,0.80393451,2.1653101,500pts smooth
17.062,0,,0.843,0,,2.314,0.837,2.303,10pts smooth,0.80486715,2.1673567,500pts smooth
17.064,0,,0.831,0,,2.304,0.832,2.31,10pts smooth,0.80581248,2.1694078,500pts smooth
17.066,1,0.82,0.82,1,2.294,2.294,0.842,2.345,10pts smooth,0.8067686,2.1714623,500pts smooth
17.068,0,,0.854,0,,2.363,0.858,2.38,10pts smooth,0.80773348,2.1735182,500pts smooth
17.07,0,,0.888,0,,2.433,0.882,2.419,10pts smooth,0.80870521,2.1755738,500pts smooth
17.072,1,0.922,0.922,1,2.502,2.502,0.903,2.431,10pts smooth,0.80968183,2.177628,500pts smooth
17.074,0,,0.905,0,,2.372,0.901,2.356,10pts smooth,0.81066132,2.1796789,500pts smooth
17.076,0,,0.889,0,,2.242,0.893,2.258,10pts smooth,0.81164175,2.181725,500pts smooth
17.078,1,0.872,0.872,1,2.112,2.112,0.895,2.175,10pts smooth,0.81262112,2.1837649,500pts smooth
17.08,0,,0.883,0,,2.103,0.894,2.104,10pts smooth,0.8135975,2.1857965,500pts smooth
17.082,0,,0.894,0,,2.095,0.876,2.08,10pts smooth,0.81456894,2.1878188,500pts smooth
17.084,1,0.905,0.905,1,2.086,2.086,0.842,2.076,10pts smooth,0.81553346,2.1898298,500pts smooth
17.086,0,,0.797,0,,2.04,0.79,2.051,10pts smooth,0.8164891,2.1918283,500pts smooth
17.088,0,,0.69,0,,1.994,0.7,1.982,10pts smooth,0.81743383,2.1938121,500pts smooth
17.09,1,0.582,0.582,1,1.948,1.948,0.618,1.894,10pts smooth,0.81836575,2.1957803,500pts smooth
17.092,0,,0.584,0,,1.793,0.583,1.75,10pts smooth,0.81928289,2.197731,500pts smooth
17.094,0,,0.587,0,,1.638,0.579,1.654,10pts smooth,0.82018328,2.1996627,500pts smooth
17.096,1,0.589,0.589,1,1.483,1.483,0.625,1.75,10pts smooth,0.82106489,2.2015736,500pts smooth
17.098,0,,0.681,0,,1.897,0.682,1.896,10pts smooth,0.82192588,2.2034624,500pts smooth
17.1,1,0.772,0.772,1,2.311,2.311,0.722,2.067,10pts smooth,0.82276422,2.2053275,500pts smooth
17.102,0,,0.743,0,,2.211,0.746,2.202,10pts smooth,0.82357788,2.2071671,500pts smooth
17.104,0,,0.713,0,,2.111,0.708,2.126,10pts smooth,0.82436502,2.2089798,500pts smooth
17.106,1,0.684,0.684,1,2.011,2.011,0.659,2.005,10pts smooth,0.82512355,2.2107639,500pts smooth
17.108,0,,0.617,0,,1.914,0.627,1.936,10pts smooth,0.82585162,2.212518,500pts smooth
17.11,1,0.549,0.549,1,1.817,1.817,0.62,1.912,10pts smooth,0.82654721,2.2142401,500pts smooth
17.112,0,,0.669,0,,1.989,0.693,2.015,10pts smooth,0.82720828,2.2159293,500pts smooth
17.114,0,,0.79,0,,2.162,0.773,2.139,10pts smooth,0.827833,2.2175834,500pts smooth
17.116,1,0.91,0.91,1,2.334,2.334,0.809,2.21,10pts smooth,0.82841933,2.2192011,500pts smooth
17.118,0,,0.822,0,,2.249,0.824,2.253,10pts smooth,0.82896531,2.2207808,500pts smooth
