Tuned time [Ma],Foram bent [#] (ISOBENbinned_d13Ccount),Foram bent δ13C [‰ PDB] (ISOBENbinned_d13C),13C_binned_interp,Foram bent [#] (ISOBENbinned_d18Ocount),Foram bent δ18O [‰ PDB] (ISOBENbinned_d18O),18O_binned_interp,13C_LOESSsmooth,18O_LOESSsmooth,Comment (error),13C_LOESSsmoothLongTerm),18O_LOESSsmoothLongTerm,Comment (ISOBENLOESSsmooth_pts)
36.535,0,,1.456,0,,1.385,1.456,1.385,5pts smooth,1.3268094,1.201732,250pts smooth
36.54,1,1.494,1.494,1,1.393,1.393,1.49,1.376,5pts smooth,1.3249118,1.1974847,250pts smooth
36.545,0,,1.516,0,,1.332,1.516,1.332,5pts smooth,1.3228772,1.1931794,250pts smooth
36.55,0,,1.538,0,,1.271,1.538,1.271,5pts smooth,1.3207254,1.188832,250pts smooth
36.555,1,1.56,1.56,1,1.21,1.21,1.572,1.251,5pts smooth,1.3184764,1.1844585,250pts smooth
36.56,0,,1.629,0,,1.314,1.629,1.314,5pts smooth,1.3161502,1.1800745,250pts smooth
36.565,1,1.699,1.699,1,1.418,1.418,1.64,1.455,5pts smooth,1.3137667,1.175696,250pts smooth
36.57,1,1.584,1.584,1,1.568,1.568,1.584,1.568,5pts smooth,1.3113459,1.1713389,250pts smooth
36.575,0,,1.573,0,,1.517,1.603,1.6,5pts smooth,1.3089077,1.1670189,250pts smooth
36.58,1,1.563,1.563,1,1.466,1.466,1.563,1.466,5pts smooth,1.3064721,1.162752,250pts smooth
36.585,1,1.21,1.21,1,0.95,0.95,1.21,0.95,5pts smooth,1.3040589,1.158554,250pts smooth
36.59,0,,1.275,0,,1.126,1.238,1.119,5pts smooth,1.3016881,1.1544408,250pts smooth
36.595,1,1.341,1.341,1,1.302,1.302,1.341,1.302,5pts smooth,1.2993798,1.1504281,250pts smooth
36.6,1,1.285,1.285,1,0.84,0.84,1.285,0.84,5pts smooth,1.2971538,1.1465318,250pts smooth
36.605,0,,1.336,0,,0.997,1.32,0.921,5pts smooth,1.2950301,1.1427679,250pts smooth
36.61,1,1.388,1.388,1,1.154,1.154,1.388,1.154,5pts smooth,1.2930286,1.1391522,250pts smooth
36.615,1,1.467,1.467,1,1.297,1.297,1.467,1.297,5pts smooth,1.2911693,1.1357005,250pts smooth
36.62,0,,1.449,0,,1.304,1.472,1.349,5pts smooth,1.2890909,1.1320622,250pts smooth
36.625,1,1.431,1.431,1,1.311,1.311,1.431,1.311,5pts smooth,1.2864466,1.1279054,250pts smooth
36.63,1,1.323,1.323,1,1.091,1.091,1.343,1.172,5pts smooth,1.2832778,1.1232737,250pts smooth
36.635,0,,1.251,0,,1.083,1.251,1.083,5pts smooth,1.2796259,1.118211,250pts smooth
36.64,1,1.18,1.18,1,1.075,1.075,1.333,1.225,5pts smooth,1.2755324,1.112761,250pts smooth
36.645,1,1.495,1.495,1,1.43,1.43,1.495,1.43,5pts smooth,1.2710385,1.1069674,250pts smooth
36.65,0,,1.361,0,,1.309,1.361,1.309,5pts smooth,1.2661858,1.1008739,250pts smooth
36.655,1,1.227,1.227,1,1.189,1.189,1.134,1.185,5pts smooth,1.2610158,1.0945244,250pts smooth
36.66,1,0.876,0.876,1,1.075,1.075,0.876,1.075,5pts smooth,1.2555697,1.0879624,250pts smooth
36.665,1,0.838,0.838,1,1.001,1.001,0.838,1.001,5pts smooth,1.249889,1.0812318,250pts smooth
36.67,0,,0.729,0,,0.892,0.682,0.844,5pts smooth,1.2440152,1.0743763,250pts smooth
36.675,1,0.621,0.621,1,0.783,0.783,0.621,0.783,5pts smooth,1.2379897,1.0674397,250pts smooth
36.68,1,0.965,0.965,1,1.092,1.092,0.965,1.092,5pts smooth,1.2318538,1.0604656,250pts smooth
36.685,1,1.168,1.168,1,1.183,1.183,1.1,1.126,5pts smooth,1.2256491,1.0534977,250pts smooth
36.69,0,,1.03,0,,0.937,1.03,0.937,5pts smooth,1.219417,1.04658,250pts smooth
36.695,1,0.893,0.893,1,0.691,0.691,1.015,0.855,5pts smooth,1.2131987,1.0397559,250pts smooth
36.7,1,1.101,1.101,1,0.948,0.948,1.101,0.948,5pts smooth,1.2070359,1.0330695,250pts smooth
36.705,1,1.018,1.018,1,0.898,0.898,1.093,0.957,5pts smooth,1.2009698,1.0265644,250pts smooth
36.71,1,1.029,1.029,1,0.852,0.852,1.029,0.852,5pts smooth,1.195042,1.0202841,250pts smooth
36.715,0,,0.922,0,,0.647,0.922,0.647,5pts smooth,1.1892937,1.0142726,250pts smooth
36.72,1,0.814,0.814,1,0.442,0.442,1.019,0.659,5pts smooth,1.1837666,1.0085737,250pts smooth
36.725,1,1.259,1.259,1,0.899,0.899,1.259,0.899,5pts smooth,1.178502,1.0032308,250pts smooth
36.73,1,1.17,1.17,1,0.947,0.947,1.17,0.947,5pts smooth,1.1735412,0.99828792,250pts smooth
36.735,0,,1.183,0,,0.953,1.18,0.96,5pts smooth,1.1689258,0.99378872,250pts smooth
36.74,1,1.196,1.196,1,0.959,0.959,1.196,0.959,5pts smooth,1.1646971,0.98977691,250pts smooth
36.745,0,,1.129,0,,0.952,1.129,0.952,5pts smooth,1.1608965,0.9862963,250pts smooth
36.75,1,1.063,1.063,1,0.945,0.945,1.067,0.919,5pts smooth,1.1570714,0.98291308,250pts smooth
36.755,0,,1.012,0,,0.833,1.012,0.833,5pts smooth,1.152768,0.97918695,250pts smooth
36.76,1,0.961,0.961,1,0.721,0.721,0.963,0.74,5pts smooth,1.1480266,0.97515154,250pts smooth
36.765,1,0.986,0.986,1,0.757,0.757,0.986,0.757,5pts smooth,1.1428872,0.97084057,250pts smooth
36.77,1,1.149,1.149,1,0.937,0.937,1.093,0.878,5pts smooth,1.1373903,0.96628767,250pts smooth
36.775,0,,1.155,0,,0.954,1.155,0.954,5pts smooth,1.1315758,0.96152669,250pts smooth
36.78,1,1.161,1.161,1,0.97,0.97,1.161,0.97,5pts smooth,1.125484,0.95659119,250pts smooth
36.785,1,1.336,1.336,1,1.15,1.15,1.265,1.105,5pts smooth,1.119155,0.9515149,250pts smooth
36.79,1,1.279,1.279,1,1.155,1.155,1.279,1.155,5pts smooth,1.1126293,0.9463315,250pts smooth
36.795,0,,1.16,0,,1.006,1.16,1.006,5pts smooth,1.1059467,0.94107473,250pts smooth
36.8,1,1.041,1.041,1,0.858,0.858,1.207,1.033,5pts smooth,1.0991476,0.93577826,250pts smooth
36.805,1,1.282,1.282,1,1.105,1.105,1.282,1.105,5pts smooth,1.092272,0.93047577,250pts smooth
36.81,1,0.914,0.914,1,0.745,0.745,0.914,0.745,5pts smooth,1.0853603,0.925201,250pts smooth
36.815,1,1.024,1.024,1,0.761,0.761,0.946,0.724,5pts smooth,1.0784526,0.91998762,250pts smooth
36.82,0,,1.06,0,,0.816,1.06,0.816,5pts smooth,1.071589,0.91486937,250pts smooth
36.825,1,1.096,1.096,1,0.872,0.872,0.982,0.756,5pts smooth,1.0648098,0.90987986,250pts smooth
36.83,1,0.811,0.811,1,0.636,0.636,0.811,0.636,5pts smooth,1.0581552,0.90505284,250pts smooth
36.835,1,0.797,0.797,1,0.74,0.74,0.782,0.685,5pts smooth,1.0516653,0.90042198,250pts smooth
36.84,0,,0.859,0,,0.794,0.859,0.794,5pts smooth,1.0453804,0.89602095,250pts smooth
36.845,1,0.921,0.921,1,0.849,0.849,0.921,0.849,5pts smooth,1.0393405,0.89188355,250pts smooth
36.85,1,1.188,1.188,1,0.863,0.863,1.071,0.936,5pts smooth,1.0335859,0.8880434,250pts smooth
36.855,1,1.127,1.127,1,1.05,1.05,1.127,1.05,5pts smooth,1.0281569,0.88453418,250pts smooth
36.86,0,,1.139,0,,1.039,1.139,1.039,5pts smooth,1.0230935,0.88138962,250pts smooth
36.865,1,1.151,1.151,1,1.028,1.028,0.995,0.878,5pts smooth,1.0184358,0.87864345,250pts smooth
36.87,1,0.839,0.839,1,0.688,0.688,0.839,0.688,5pts smooth,1.0142243,0.8763293,250pts smooth
36.875,1,1.126,1.126,1,0.887,0.887,1.126,0.887,5pts smooth,1.010499,0.8744809,250pts smooth
36.88,0,,0.856,0,,0.889,0.879,0.917,5pts smooth,1.0069987,0.87299097,250pts smooth
36.885,1,0.585,0.585,1,0.89,0.89,0.585,0.89,5pts smooth,1.0034413,0.87172216,250pts smooth
36.89,0,,0.683,0,,0.861,0.637,0.865,5pts smooth,0.99983603,0.87066323,250pts smooth
36.895,0,,0.781,0,,0.832,0.781,0.832,5pts smooth,0.99619204,0.86980283,250pts smooth
36.9,0,,0.88,0,,0.804,0.881,0.798,5pts smooth,0.99251848,0.86912954,250pts smooth
36.905,1,0.978,0.978,1,0.775,0.775,0.978,0.775,5pts smooth,0.98882443,0.86863208,250pts smooth
36.91,1,1.068,1.068,1,0.789,0.789,1.068,0.789,5pts smooth,0.9851191,0.86829907,250pts smooth
36.915,1,1.158,1.158,1,0.784,0.784,1.114,0.786,5pts smooth,0.98141164,0.86811924,250pts smooth
36.92,1,1.092,1.092,1,0.783,0.783,1.092,0.783,5pts smooth,0.97771114,0.86808115,250pts smooth
36.925,0,,1.062,0,,0.79,1.062,0.79,5pts smooth,0.97402674,0.86817354,250pts smooth
36.93,1,1.032,1.032,1,0.797,0.797,1.168,0.837,5pts smooth,0.97036767,0.86838508,250pts smooth
36.935,1,1.361,1.361,1,0.911,0.911,1.361,0.911,5pts smooth,0.96674293,0.86870432,250pts smooth
36.94,0,,1.323,0,,0.919,1.323,0.919,5pts smooth,0.96316183,0.86912,250pts smooth
36.945,0,,1.285,0,,0.926,1.294,0.934,5pts smooth,0.95963341,0.8696208,250pts smooth
36.95,1,1.247,1.247,1,0.934,0.934,1.247,0.934,5pts smooth,0.95616686,0.87019527,250pts smooth
36.955,1,1.137,1.137,1,0.885,0.885,1.233,0.941,5pts smooth,0.95277125,0.8708322,250pts smooth
36.96,1,1.25,1.25,1,0.963,0.963,1.25,0.963,5pts smooth,0.9494558,0.87152022,250pts smooth
36.965,0,,1.112,0,,0.907,1.121,0.919,5pts smooth,0.94622964,0.87224793,250pts smooth
36.97,1,0.974,0.974,1,0.852,0.852,0.974,0.852,5pts smooth,0.94310188,0.87300402,250pts smooth
36.975,1,1.016,1.016,1,0.838,0.838,1.016,0.838,5pts smooth,0.94008172,0.87377715,250pts smooth
36.98,1,0.678,0.678,1,0.679,0.679,0.859,0.773,5pts smooth,0.93717825,0.87455595,250pts smooth
36.985,0,,0.873,0,,0.824,0.873,0.824,5pts smooth,0.93440068,0.87532914,250pts smooth
36.99,1,1.068,1.068,1,0.969,0.969,1.068,0.969,5pts smooth,0.93175805,0.87608534,250pts smooth
36.995,0,,1.141,0,,1.034,1.174,1.064,5pts smooth,0.92925954,0.87681323,250pts smooth
37,1,1.213,1.213,1,1.099,1.099,1.213,1.099,5pts smooth,0.92691439,0.87750149,250pts smooth
37.005,0,,1.14,0,,1.006,1.14,1.006,5pts smooth,0.92473161,0.87813866,250pts smooth
37.01,0,,1.067,0,,0.913,1.067,0.913,5pts smooth,0.92274237,0.87898153,250pts smooth
37.015,0,,0.993,0,,0.82,0.993,0.82,5pts smooth,0.92096221,0.88027161,250pts smooth
37.02,1,0.92,0.92,1,0.727,0.727,0.962,0.771,5pts smooth,0.91937709,0.88197517,250pts smooth
37.025,0,,1.018,0,,0.812,1.018,0.812,5pts smooth,0.9179728,0.8840583,250pts smooth
37.03,0,,1.117,0,,0.897,1.14,0.911,5pts smooth,0.91673541,0.88648719,250pts smooth
37.035,1,1.215,1.215,1,0.982,0.982,1.215,0.982,5pts smooth,0.91565073,0.88922805,250pts smooth
37.04,0,,1.124,0,,0.952,1.124,0.952,5pts smooth,0.91470468,0.89224702,250pts smooth
37.045,0,,1.032,0,,0.922,1.032,0.922,5pts smooth,0.91388321,0.89551026,250pts smooth
37.05,0,,0.941,0,,0.892,0.941,0.892,5pts smooth,0.91317213,0.8989839,250pts smooth
37.055,0,,0.849,0,,0.863,0.849,0.863,5pts smooth,0.91255742,0.9026342,250pts smooth
37.06,0,,0.758,0,,0.833,0.723,0.82,5pts smooth,0.91202503,0.90642726,250pts smooth
37.065,1,0.666,0.666,1,0.803,0.803,0.666,0.803,5pts smooth,0.91156077,0.91032934,250pts smooth
37.07,2,0.852,0.852,2,0.875,0.875,0.852,0.875,5pts smooth,0.91115063,0.91430646,250pts smooth
37.075,0,,0.654,0,,0.597,0.651,0.525,5pts smooth,0.91078043,0.91832489,250pts smooth
37.08,1,0.455,0.455,1,0.32,0.32,0.455,0.32,5pts smooth,0.91043615,0.92235082,250pts smooth
37.085,1,0.664,0.664,1,0.971,0.971,0.664,0.971,5pts smooth,0.91010368,0.92635036,250pts smooth
37.09,1,0.632,0.632,1,1.045,1.045,0.779,1.126,5pts smooth,0.90976894,0.93028963,250pts smooth
37.095,1,0.906,0.906,1,1.098,1.098,0.906,1.098,5pts smooth,0.90941781,0.93413496,250pts smooth
37.1,1,0.86,0.86,1,1.042,1.042,0.86,1.042,5pts smooth,0.90903622,0.93785238,250pts smooth
37.105,1,0.846,0.846,1,1.001,1.001,0.859,0.994,5pts smooth,0.90861005,0.9414081,250pts smooth
37.11,1,0.841,0.841,1,0.967,0.967,0.841,0.967,5pts smooth,0.90812522,0.94476831,250pts smooth
37.115,1,0.716,0.716,1,0.987,0.987,0.716,0.987,5pts smooth,0.90756762,0.9478991,250pts smooth
37.12,2,0.815,0.815,2,1.016,1.016,0.812,0.96,5pts smooth,0.90692323,0.9507668,250pts smooth
37.125,1,0.931,0.931,1,0.901,0.901,0.931,0.901,5pts smooth,0.90617788,0.95333743,250pts smooth
37.13,1,0.881,0.881,1,0.94,0.94,0.881,0.94,5pts smooth,0.90531754,0.95557719,250pts smooth
37.135,1,0.74,0.74,1,0.885,0.885,0.887,1.016,5pts smooth,0.90456241,0.95776433,250pts smooth
37.14,1,0.933,0.933,1,1.077,1.077,0.933,1.077,5pts smooth,0.90412486,0.96018767,250pts smooth
37.145,1,0.71,0.71,1,0.809,0.809,0.838,0.959,5pts smooth,0.90397841,0.96282917,250pts smooth
37.15,0,,0.791,0,,0.91,0.791,0.91,5pts smooth,0.90409696,0.96567082,250pts smooth
37.155,1,0.872,0.872,1,1.011,1.011,0.841,1.037,5pts smooth,0.90445411,0.96869469,250pts smooth
37.16,1,0.755,0.755,1,1.065,1.065,0.755,1.065,5pts smooth,0.90502369,0.97188276,250pts smooth
37.165,1,0.487,0.487,1,0.819,0.819,0.487,0.819,5pts smooth,0.90577936,0.97521698,250pts smooth
37.17,1,0.413,0.413,1,0.704,0.704,0.406,0.733,5pts smooth,0.90669489,0.97867948,250pts smooth
37.175,1,0.409,0.409,1,0.756,0.756,0.409,0.756,5pts smooth,0.90774399,0.98225218,250pts smooth
37.18,1,0.405,0.405,1,0.78,0.78,0.405,0.78,5pts smooth,0.90890044,0.98591709,250pts smooth
37.185,1,0.61,0.61,1,1.296,1.296,0.687,1.027,5pts smooth,0.91013789,0.98965621,250pts smooth
37.19,1,0.96,0.96,1,1.063,1.063,0.96,1.063,5pts smooth,0.91143012,0.99345165,250pts smooth
37.195,1,0.773,0.773,1,0.989,0.989,0.773,0.989,5pts smooth,0.91275084,0.99728525,250pts smooth
37.2,1,0.756,0.756,1,0.92,0.92,0.896,1.095,5pts smooth,0.91407377,1.0011392,250pts smooth
37.205,1,1.112,1.112,1,1.261,1.261,1.112,1.261,5pts smooth,0.91537267,1.0049953,250pts smooth
37.21,1,0.92,0.92,1,1.014,1.014,0.989,0.99,5pts smooth,0.91662121,1.0088358,250pts smooth
37.215,1,0.86,0.86,1,0.742,0.742,0.86,0.742,5pts smooth,0.91779321,1.0126425,250pts smooth
37.22,1,1.058,1.058,1,1.203,1.203,0.938,0.983,5pts smooth,0.91886234,1.0163975,250pts smooth
37.225,1,0.994,0.994,1,1.208,1.208,0.994,1.208,5pts smooth,0.91980237,1.0200828,250pts smooth
37.23,1,1.112,1.112,1,1.328,1.328,1.112,1.328,5pts smooth,0.92058694,1.0236804,250pts smooth
37.235,0,,1.106,0,,1.248,1.146,1.279,5pts smooth,0.9211899,1.0271723,250pts smooth
37.24,1,1.101,1.101,1,1.167,1.167,1.101,1.167,5pts smooth,0.9215849,1.0305406,250pts smooth
37.245,2,0.905,0.905,2,1.033,1.033,0.905,1.033,5pts smooth,0.92174566,1.0337671,250pts smooth
37.25,1,0.834,0.834,1,0.987,0.987,0.891,1.065,5pts smooth,0.921646,1.036834,250pts smooth
37.255,1,0.986,0.986,1,1.19,1.19,0.986,1.19,5pts smooth,0.92125952,1.0397233,250pts smooth
37.26,1,1.003,1.003,1,1.179,1.179,1.003,1.179,5pts smooth,0.92056006,1.0424169,250pts smooth
37.265,1,1.102,1.102,1,1.271,1.271,1.033,1.186,5pts smooth,0.91985917,1.0450367,250pts smooth
37.27,1,0.995,0.995,1,1.159,1.159,0.995,1.159,5pts smooth,0.91946727,1.0477133,250pts smooth
37.275,1,0.945,0.945,1,1.218,1.218,0.913,1.102,5pts smooth,0.91935617,1.0504426,250pts smooth
37.28,1,0.865,0.865,1,1.029,1.029,0.865,1.029,5pts smooth,0.91949791,1.05322,250pts smooth
37.285,1,0.921,0.921,1,1.099,1.099,0.881,1.048,5pts smooth,0.91986436,1.0560411,250pts smooth
37.29,1,0.888,0.888,1,1.044,1.044,0.888,1.044,5pts smooth,0.92042744,1.0589014,250pts smooth
37.295,1,0.865,0.865,1,0.886,0.886,0.865,0.886,5pts smooth,0.92115915,1.0617967,250pts smooth
37.3,1,0.719,0.719,1,0.974,0.974,0.767,0.908,5pts smooth,0.92203128,1.0647223,250pts smooth
37.305,1,0.717,0.717,1,0.926,0.926,0.717,0.926,5pts smooth,0.92301589,1.067674,250pts smooth
37.31,1,0.739,0.739,1,0.887,0.887,0.739,0.887,5pts smooth,0.92408478,1.0706472,250pts smooth
37.315,1,1.081,1.081,1,1.222,1.222,0.976,1.088,5pts smooth,0.92521,1.0736376,250pts smooth
37.32,1,1.112,1.112,1,1.215,1.215,1.112,1.215,5pts smooth,0.92636335,1.0766406,250pts smooth
37.325,1,1.038,1.038,1,1.224,1.224,1.038,1.224,5pts smooth,0.92751688,1.0796521,250pts smooth
37.33,1,1.001,1.001,1,1.214,1.214,1.008,1.18,5pts smooth,0.92864239,1.0826672,250pts smooth
37.335,1,1.037,1.037,1,1.111,1.111,1.037,1.111,5pts smooth,0.92971188,1.0856819,250pts smooth
37.34,1,1.129,1.129,1,1.114,1.114,1.042,1.068,5pts smooth,0.9306972,1.0886917,250pts smooth
37.345,1,0.996,0.996,1,1.018,1.018,0.996,1.018,5pts smooth,0.93157041,1.091692,250pts smooth
37.35,1,1.05,1.05,1,0.982,0.982,1.048,1.104,5pts smooth,0.93230331,1.0946784,250pts smooth
37.355,1,1.105,1.105,1,1.266,1.266,1.105,1.266,5pts smooth,0.93286783,1.0976466,250pts smooth
37.36,1,0.991,0.991,1,1.156,1.156,0.991,1.156,5pts smooth,0.93323594,1.1005921,250pts smooth
37.365,1,1.106,1.106,1,1.225,1.225,1.009,1.128,5pts smooth,0.93337959,1.1035105,250pts smooth
37.37,2,0.989,0.989,2,1.098,1.098,0.989,1.098,5pts smooth,0.93327063,1.1063974,250pts smooth
37.375,1,0.958,0.958,1,1.175,1.175,0.958,1.175,5pts smooth,0.932881,1.1092483,250pts smooth
37.38,1,0.998,0.998,1,1.11,1.11,0.975,1.175,5pts smooth,0.93218267,1.1120588,250pts smooth
37.385,1,1.004,1.004,1,1.222,1.222,1.004,1.222,5pts smooth,0.93114752,1.1148244,250pts smooth
37.39,1,1.051,1.051,1,1.308,1.308,1.051,1.308,5pts smooth,0.92974752,1.1175408,250pts smooth
37.395,1,0.933,0.933,1,1.184,1.184,0.975,1.226,5pts smooth,0.9281525,1.1202259,250pts smooth
37.4,1,0.943,0.943,1,1.158,1.158,0.943,1.158,5pts smooth,0.92654943,1.1229008,250pts smooth
37.405,1,1.035,1.035,1,1.203,1.203,0.911,1.059,5pts smooth,0.924936,1.1255659,250pts smooth
37.41,1,0.808,0.808,1,0.912,0.912,0.808,0.912,5pts smooth,0.9233098,1.1282214,250pts smooth
37.415,1,0.853,0.853,1,1.033,1.033,0.741,0.966,5pts smooth,0.92166835,1.1308678,250pts smooth
37.42,1,0.719,0.719,1,1.092,1.092,0.719,1.092,5pts smooth,0.92000932,1.1335056,250pts smooth
37.425,1,0.85,0.85,1,1.151,1.151,0.85,1.151,5pts smooth,0.91833025,1.1361349,250pts smooth
37.43,1,0.826,0.826,1,1.094,1.094,0.871,1.182,5pts smooth,0.91662878,1.1387563,250pts smooth
37.435,1,0.882,0.882,1,1.221,1.221,0.882,1.221,5pts smooth,0.91490257,1.1413701,250pts smooth
37.44,0,,0.89,0,,1.125,0.89,1.125,5pts smooth,0.91314906,1.1439766,250pts smooth
37.445,1,0.897,0.897,1,1.029,1.029,0.932,1.066,5pts smooth,0.91136599,1.1465763,250pts smooth
37.45,1,1.008,1.008,1,1.07,1.07,1.008,1.07,5pts smooth,0.90955096,1.1491694,250pts smooth
37.455,1,1.048,1.048,1,1.093,1.093,1.048,1.093,5pts smooth,0.90770149,1.1517566,250pts smooth
37.46,1,0.923,0.923,1,1.086,1.086,0.98,1.11,5pts smooth,0.90581518,1.154338,250pts smooth
37.465,0,,0.944,0,,1.16,0.944,1.16,5pts smooth,0.90388972,1.1569139,250pts smooth
37.47,1,0.965,0.965,1,1.233,1.233,0.973,1.195,5pts smooth,0.90192258,1.159485,250pts smooth
37.475,1,0.998,0.998,1,1.164,1.164,0.998,1.164,5pts smooth,0.89991152,1.1620513,250pts smooth
37.48,1,0.989,0.989,1,1.119,1.119,1.008,1.127,5pts smooth,0.89785403,1.1646135,250pts smooth
37.485,0,,1.034,0,,1.119,1.034,1.119,5pts smooth,0.89574772,1.1671717,250pts smooth
37.49,1,1.079,1.079,1,1.12,1.12,1.079,1.12,5pts smooth,0.89359015,1.1697266,250pts smooth
37.495,1,0.916,0.916,1,1.261,1.261,0.948,1.099,5pts smooth,0.89137906,1.1722783,250pts smooth
37.5,1,0.845,0.845,1,1.035,1.035,0.845,1.035,5pts smooth,0.88911194,1.1748271,250pts smooth
37.505,1,0.908,0.908,1,1.233,1.233,0.908,1.233,5pts smooth,0.8867864,1.1773738,250pts smooth
37.51,0,,0.921,0,,1.156,0.927,1.191,5pts smooth,0.88440007,1.1799183,250pts smooth
37.515,0,,0.934,0,,1.08,0.934,1.08,5pts smooth,0.8819505,1.1824613,250pts smooth
37.52,1,0.947,0.947,1,1.003,1.003,0.947,1.003,5pts smooth,0.87943536,1.1850029,250pts smooth
37.525,1,0.932,0.932,1,1.127,1.127,0.955,1.067,5pts smooth,0.87661648,1.1875647,250pts smooth
37.53,0,,0.995,0,,1.111,0.995,1.111,5pts smooth,0.87328613,1.1901647,250pts smooth
37.535,1,1.057,1.057,1,1.096,1.096,1.041,1.087,5pts smooth,0.86948717,1.1927981,250pts smooth
37.54,1,1.036,1.036,1,1.084,1.084,1.036,1.084,5pts smooth,0.86526263,1.1954608,250pts smooth
37.545,1,0.982,0.982,1,1.152,1.152,1.024,1.155,5pts smooth,0.86065537,1.1981478,250pts smooth
37.55,1,1.059,1.059,1,1.23,1.23,1.059,1.23,5pts smooth,0.85570848,1.2008548,250pts smooth
37.555,0,,1.093,0,,1.228,1.093,1.228,5pts smooth,0.85046482,1.203577,250pts smooth
37.56,1,1.127,1.127,1,1.225,1.225,1.139,1.203,5pts smooth,0.84496737,1.2063102,250pts smooth
37.565,1,1.115,1.115,1,1.176,1.176,1.115,1.176,5pts smooth,0.83925909,1.2090495,250pts smooth
37.57,1,0.919,0.919,1,1.215,1.215,0.919,1.215,5pts smooth,0.8333829,1.2117904,250pts smooth
37.575,0,,0.979,0,,1.267,0.962,1.285,5pts smooth,0.82738185,1.2145286,250pts smooth
37.58,1,1.038,1.038,1,1.319,1.319,1.038,1.319,5pts smooth,0.82129884,1.2172592,250pts smooth
37.585,1,0.975,0.975,1,1.215,1.215,0.975,1.215,5pts smooth,0.81517684,1.2199779,250pts smooth
37.59,1,0.867,0.867,1,1.267,1.267,0.92,1.171,5pts smooth,0.80905885,1.2226799,250pts smooth
37.595,1,0.926,0.926,1,1.115,1.115,0.926,1.115,5pts smooth,0.80298769,1.2253609,250pts smooth
37.6,0,,0.941,0,,1.167,0.941,1.167,5pts smooth,0.79700643,1.228016,250pts smooth
37.605,0,,0.955,0,,1.22,0.959,1.226,5pts smooth,0.79115802,1.230641,250pts smooth
37.61,1,0.97,0.97,1,1.272,1.272,0.97,1.272,5pts smooth,0.78548545,1.2332312,250pts smooth
37.615,1,0.96,0.96,1,1.274,1.274,0.96,1.274,5pts smooth,0.78003156,1.2357819,250pts smooth
37.62,0,,0.94,0,,1.327,0.96,1.346,5pts smooth,0.7748394,1.2382888,250pts smooth
37.625,1,0.92,0.92,1,1.38,1.38,0.92,1.38,5pts smooth,0.76995194,1.2407471,250pts smooth
37.63,1,0.754,0.754,1,1.232,1.232,0.754,1.232,5pts smooth,0.76541209,1.2431524,250pts smooth
37.635,1,0.793,0.793,1,1.356,1.356,0.686,1.201,5pts smooth,0.76126283,1.2455,250pts smooth
37.64,1,0.596,0.596,1,1.134,1.134,0.596,1.134,5pts smooth,0.75754708,1.2477854,250pts smooth
37.645,0,,0.578,0,,1.189,0.578,1.189,5pts smooth,0.75430787,1.2500042,250pts smooth
37.65,1,0.56,0.56,1,1.245,1.245,0.567,1.196,5pts smooth,0.75113761,1.252284,250pts smooth
37.655,1,0.577,0.577,1,1.145,1.145,0.577,1.145,5pts smooth,0.74762064,1.2547445,250pts smooth
37.66,1,0.608,0.608,1,1.125,1.125,0.581,1.111,5pts smooth,0.74378771,1.2573683,250pts smooth
37.665,0,,0.54,0,,1.09,0.54,1.09,5pts smooth,0.73966932,1.2601379,250pts smooth
37.67,1,0.472,0.472,1,1.055,1.055,0.441,1.023,5pts smooth,0.73529625,1.263036,250pts smooth
37.675,1,0.432,0.432,1,1.027,1.027,0.432,1.027,5pts smooth,0.73069912,1.2660451,250pts smooth
37.68,1,0.697,0.697,1,1.267,1.267,0.697,1.267,5pts smooth,0.72590864,1.2691479,250pts smooth
37.685,1,0.749,0.749,1,1.369,1.369,0.758,1.371,5pts smooth,0.72095537,1.2723269,250pts smooth
37.69,0,,0.732,0,,1.409,0.732,1.409,5pts smooth,0.71587008,1.2755648,250pts smooth
37.695,1,0.716,0.716,1,1.449,1.449,0.716,1.449,5pts smooth,0.71068341,1.2788442,250pts smooth
37.7,1,0.613,0.613,1,1.29,1.29,0.62,1.323,5pts smooth,0.70542598,1.2821478,250pts smooth
37.705,1,0.532,0.532,1,1.206,1.206,0.532,1.206,5pts smooth,0.7001285,1.285458,250pts smooth
37.71,0,,0.523,0,,1.209,0.523,1.209,5pts smooth,0.6948216,1.2887574,250pts smooth
37.715,1,0.515,0.515,1,1.211,1.211,0.522,1.228,5pts smooth,0.68953598,1.2920289,250pts smooth
37.72,1,0.543,0.543,1,1.278,1.278,0.543,1.278,5pts smooth,0.68430227,1.2952548,250pts smooth
37.725,1,0.583,0.583,1,1.344,1.344,0.556,1.324,5pts smooth,0.67915112,1.2984179,250pts smooth
37.73,1,0.531,0.531,1,1.314,1.314,0.531,1.314,5pts smooth,0.67411327,1.3015008,250pts smooth
37.735,0,,0.502,0,,1.252,0.493,1.245,5pts smooth,0.66921932,1.304486,250pts smooth
37.74,1,0.472,0.472,1,1.19,1.19,0.472,1.19,5pts smooth,0.66449988,1.3073561,250pts smooth
37.745,1,0.493,0.493,1,1.217,1.217,0.493,1.217,5pts smooth,0.65998578,1.3100939,250pts smooth
37.75,1,0.599,0.599,1,1.286,1.286,0.548,1.264,5pts smooth,0.65570754,1.3126818,250pts smooth
