Core,Age,Oxygen,delW,sea_level,age_ka,sea_level_smooth
1338 Holbourn,14542,1.67,-0.12,7.15,,
1338 Holbourn,14543,1.52,-0.27,16.38,,
1338 Holbourn,14545,1.34,-0.45,27.45,,
1338 Holbourn,14546,1.27,-0.52,31.75,,
1338 Holbourn,14547,1.33,-0.46,28.05,,
1338 Holbourn,14549,1.34,-0.45,27.43,,
1338 Holbourn,14550,1.11,-0.68,41.58,,
1338 Holbourn,14551,1.18,-0.61,37.27,,
1338 Holbourn,14553,1.37,-0.42,25.57,,
1338 Holbourn,14554,1.3,-0.49,29.87,,
1338 Holbourn,14555,1.4,-0.39,23.71,,
1338 Holbourn,14556,1.29,-0.5,30.48,,
1338 Holbourn,14558,1.34,-0.45,27.39,,
1338 Holbourn,14559,1.45,-0.34,20.62,,
1338 Holbourn,14560,1.31,-0.48,29.23,,
1338 Holbourn,14561,1.33,-0.45,28,,
1338 Holbourn,14563,1.37,-0.41,25.53,,
1338 Holbourn,14564,1.35,-0.43,26.76,,
1338 Holbourn,14565,1.29,-0.49,30.44,,
1338 Holbourn,14566,1.29,-0.49,30.44,,
1338 Holbourn,14568,1.48,-0.3,18.74,,
1338 Holbourn,14569,1.57,-0.21,13.2,,
1338 Holbourn,14570,1.56,-0.22,13.81,,
1338 Holbourn,14571,1.67,-0.11,7.04,,
1338 Holbourn,14573,1.63,-0.15,9.49,,
1338 Holbourn,14574,1.8,0.02,-0.97,,
1338 Holbourn,14575,1.53,-0.25,15.64,,
1338 Holbourn,14576,1.59,-0.19,11.94,,
1338 Holbourn,14578,1.4,-0.38,23.63,,
1338 Holbourn,14579,1.4,-0.38,23.62,,
1338 Holbourn,14580,1.45,-0.33,20.54,,
1338 Holbourn,14581,1.34,-0.44,27.31,,
1338 Holbourn,14583,1.42,-0.36,22.37,,
1338 Holbourn,14584,1.27,-0.51,31.6,,
1338 Holbourn,14585,1.29,-0.49,30.37,,
1338 Holbourn,14586,1.15,-0.63,38.98,,
1338 Holbourn,14588,1.11,-0.67,41.43,,
1338 Holbourn,14589,1.1,-0.68,42.04,,
1338 Holbourn,14591,1.2,-0.58,35.88,,
1338 Holbourn,14592,1.07,-0.71,43.88,,
1338 Holbourn,14594,1.18,-0.6,37.1,,
1338 Holbourn,14596,1.19,-0.59,36.48,,
1338 Holbourn,14598,1.33,-0.45,27.86,,
1338 Holbourn,14599,1.35,-0.43,26.62,,
1338 Holbourn,14601,1.68,-0.1,6.32,,
1338 Holbourn,14603,1.55,-0.23,14.33,,
1338 Holbourn,14605,1.68,-0.1,6.34,,
1338 Holbourn,14606,1.64,-0.14,8.81,,
1338 Holbourn,14608,1.82,0.04,-2.25,,
1338 Holbourn,14610,1.66,-0.12,7.6,,
1338 Holbourn,14612,1.92,0.14,-8.38,,
1338 Holbourn,14613,1.73,-0.05,3.32,,
1338 Holbourn,14615,1.86,0.08,-4.67,,
1338 Holbourn,14617,1.34,-0.44,27.34,,
1338 Holbourn,14619,1.63,-0.15,9.51,,
1338 Holbourn,14620,1.34,-0.44,27.36,,
1338 Holbourn,14622,1.52,-0.26,16.3,,
1338 Holbourn,14624,1.46,-0.33,20,,
1338 Holbourn,14626,1.57,-0.22,13.25,,
1338 Holbourn,14627,1.28,-0.51,31.1,,
1338 Holbourn,14629,1.32,-0.47,28.65,,
1338 Holbourn,14631,1.38,-0.41,24.97,,
1338 Holbourn,14633,1.48,-0.31,18.83,,
1338 Holbourn,14634,1.52,-0.27,16.37,,
1338 Holbourn,14636,1.48,-0.31,18.85,,
1338 Holbourn,14638,1.4,-0.39,23.79,,
1338 Holbourn,14639,1.41,-0.38,23.18,,
1338 Holbourn,14641,1.53,-0.26,15.8,,
1338 Holbourn,14643,1.39,-0.4,24.43,,
1338 Holbourn,14645,1.54,-0.25,15.22,,
1338 Holbourn,14646,1.37,-0.42,25.68,,
1338 Holbourn,14648,1.42,-0.37,22.62,,
1338 Holbourn,14650,1.41,-0.38,23.25,,
1338 Holbourn,14652,1.49,-0.3,18.34,,
1338 Holbourn,14653,1.43,-0.36,22.04,,
1338 Holbourn,14655,1.55,-0.24,14.66,,
1338 Holbourn,14657,1.49,-0.3,18.37,,
1338 Holbourn,14659,1.51,-0.28,17.15,,
1338 Holbourn,14660,1.61,-0.18,11,,
1338 Holbourn,14662,1.59,-0.2,12.25,,
1338 Holbourn,14664,1.63,-0.16,9.8,,
1338 Holbourn,14666,1.72,-0.07,4.27,,
1338 Holbourn,14667,1.55,-0.24,14.74,,
1338 Holbourn,14669,1.49,-0.3,18.45,,
1338 Holbourn,14671,1.55,-0.24,14.77,,
1338 Holbourn,14673,1.63,-0.16,9.86,,
1338 Holbourn,14674,1.43,-0.36,22.17,,
1338 Holbourn,14676,1.42,-0.37,22.8,,
1338 Holbourn,14678,1.22,-0.57,35.12,,
1338 Holbourn,14680,1.35,-0.44,27.13,,
1338 Holbourn,14681,1.26,-0.53,32.68,,
1338 Holbourn,14683,1.28,-0.51,31.46,,
1338 Holbourn,14685,1.03,-0.76,46.86,,
1338 Holbourn,14686,1.41,-0.38,23.48,,
1338 Holbourn,14688,1.12,-0.67,41.34,,
1338 Holbourn,14690,1.22,-0.57,35.2,,
1338 Holbourn,14692,1.27,-0.52,32.13,,
1338 Holbourn,14693,1.36,-0.43,26.6,,
1338 Holbourn,14695,1.37,-0.42,26,,
1338 Holbourn,14697,1.48,-0.31,19.24,,
1338 Holbourn,14699,1.51,-0.28,17.41,,
1338 Holbourn,14700,1.55,-0.24,14.96,,
1338 Holbourn,14702,1.34,-0.45,27.91,,
1338 Holbourn,14704,1.53,-0.26,16.26,,
1338 Holbourn,14706,1.44,-0.35,21.83,,
1338 Holbourn,14707,1.47,-0.33,20.01,,
1338 Holbourn,14709,1.35,-0.45,27.43,,
1338 Holbourn,14711,1.55,-0.25,15.15,,
1338 Holbourn,14713,1.49,-0.31,18.88,,
1338 Holbourn,14714,1.32,-0.48,29.36,,
1338 Holbourn,14716,1.09,-0.71,43.55,,
1338 Holbourn,14718,1.12,-0.68,41.74,,
1338 Holbourn,14720,1.29,-0.51,31.32,,
1338 Holbourn,14721,1.18,-0.62,38.1,,
1338 Holbourn,14723,1.09,-0.71,43.68,,
1338 Holbourn,14725,1.12,-0.68,41.87,,
1338 Holbourn,14727,1.08,-0.72,44.37,,
1338 Holbourn,14728,1.07,-0.73,45,,
1338 Holbourn,14730,1.15,-0.65,40.11,,
1338 Holbourn,14732,0.92,-0.88,54.3,,
1338 Holbourn,14733,1.14,-0.66,40.78,,
1338 Holbourn,14735,0.8,-1,61.74,,
1338 Holbourn,14737,1.08,-0.72,44.55,,
1338 Holbourn,14739,1.14,-0.66,40.89,,
1338 Holbourn,14740,1.44,-0.36,22.45,,
1338 Holbourn,14742,1.47,-0.34,20.64,,
1338 Holbourn,14744,1.51,-0.3,18.21,,
1338 Holbourn,14746,1.28,-0.53,32.4,,
1338 Holbourn,14747,1.1,-0.71,43.5,,
1338 Holbourn,14749,1.05,-0.76,46.61,,
1338 Holbourn,14751,1.11,-0.7,42.96,,
1338 Holbourn,14753,1.31,-0.5,30.68,,
1338 Holbourn,14754,1.49,-0.32,19.63,,
1338 Holbourn,14756,1.33,-0.48,29.51,,
1338 Holbourn,14758,1.5,-0.31,19.08,,
1338 Holbourn,14760,1.28,-0.53,32.66,,
1338 Holbourn,14761,1.36,-0.45,27.75,,
1338 Holbourn,14763,1.47,-0.34,21.02,,
1338 Holbourn,14765,1.22,-0.59,36.44,,
1338 Holbourn,14767,1.22,-0.59,36.48,,
1338 Holbourn,14768,1.21,-0.6,37.11,,
1338 Holbourn,14770,1.5,-0.31,19.3,,
1338 Holbourn,14772,1.46,-0.35,21.8,,
1338 Holbourn,14774,1.64,-0.17,10.76,,
1338 Holbourn,14775,1.77,-0.05,2.77,,
1338 Holbourn,14777,1.88,0.06,-3.96,,
1338 Holbourn,14779,1.62,-0.2,12.08,,
1338 Holbourn,14781,1.8,-0.02,1.04,,
1338 Holbourn,14783,1.89,0.07,-4.47,,
1338 Holbourn,14785,1.84,0.02,-1.35,,
1338 Holbourn,14787,1.83,0.01,-0.7,,
1338 Holbourn,14793,1.39,-0.43,26.48,,
1338 Holbourn,14797,1.46,-0.36,22.25,,
1338 Holbourn,14801,1.47,-0.35,21.71,,
1338 Holbourn,14804,1.32,-0.5,31.02,,
1338 Holbourn,14808,1.34,-0.49,29.88,,
1338 Holbourn,14812,1.22,-0.61,37.37,,
1338 Holbourn,14816,1.13,-0.7,43,,
1338 Holbourn,14820,1.05,-0.78,48.03,,
1338 Holbourn,14824,1.6,-0.23,14.28,,
1338 Holbourn,14827,1.23,-0.6,37.12,,
1338 Holbourn,14831,0.88,-0.95,58.76,,
1338 Holbourn,14835,0.86,-0.98,60.09,,
1338 Holbourn,14837,0.91,-0.93,57.06,,
1338 Holbourn,14839,1.08,-0.76,46.65,,
1338 Holbourn,14842,1.3,-0.54,33.18,,
1338 Holbourn,14844,1.56,-0.28,17.23,,
1338 Holbourn,14846,1.57,-0.27,16.66,,
1338 Holbourn,14848,1.4,-0.44,27.18,,
1338 Holbourn,14850,1.44,-0.4,24.76,,
1338 Holbourn,14852,1.56,-0.28,17.43,,
1338 Holbourn,14853,1.11,-0.73,45.14,,
1338 Holbourn,14855,1.46,-0.38,23.65,,
1338 Holbourn,14855,1.2,-0.64,39.65,,
1338 Holbourn,14857,1.36,-0.49,29.86,,
1338 Holbourn,14859,1.22,-0.63,38.52,,
1338 Holbourn,14861,1.34,-0.51,31.19,,
1338 Holbourn,14864,1.34,-0.51,31.26,,
1338 Holbourn,14866,1.59,-0.26,15.93,,
1338 Holbourn,14868,1.71,-0.14,8.59,,
1338 Holbourn,14870,1.55,-0.3,18.48,,
1338 Holbourn,14872,1.52,-0.33,20.38,,
1338 Holbourn,14875,1.42,-0.43,26.61,,
1338 Holbourn,14877,1.46,-0.39,24.2,,
1338 Holbourn,14879,1.36,-0.49,30.4,,
1338 Holbourn,14881,1.38,-0.47,29.22,,
1338 Holbourn,14883,1.21,-0.65,39.73,,
1338 Holbourn,14886,1.2,-0.66,40.42,,
1338 Holbourn,14888,1.36,-0.5,30.62,,
1338 Holbourn,14890,1.35,-0.51,31.28,,
1338 Holbourn,14892,1.62,-0.24,14.72,,
1338 Holbourn,14895,1.57,-0.29,17.87,,
1338 Holbourn,14897,1.54,-0.32,19.76,,
1338 Holbourn,14899,1.67,-0.19,11.81,,
1338 Holbourn,14901,1.65,-0.21,13.08,,
1338 Holbourn,14903,1.51,-0.35,21.71,,
1338 Holbourn,14906,1.42,-0.44,27.28,,
1338 Holbourn,14908,1.34,-0.52,32.23,,
1338 Holbourn,14910,1.06,-0.8,49.48,,
1338 Holbourn,14914,1.19,-0.67,41.52,,
1338 Holbourn,14918,1.25,-0.62,37.87,,
1338 Holbourn,14922,1.24,-0.63,38.53,,
1338 Holbourn,14926,1.22,-0.65,39.8,,
1338 Holbourn,14930,0.9,-0.97,59.53,,
1338 Holbourn,14933,1.06,-0.81,49.72,,
1338 Holbourn,14937,0.88,-0.99,60.84,,
1338 Holbourn,14941,1.53,-0.34,20.88,,
1338 Holbourn,14945,1.35,-0.52,31.99,,
1338 Holbourn,14949,1.05,-0.82,50.5,,
1338 Holbourn,14953,1.27,-0.6,37,,
1338 Holbourn,14957,1.48,-0.39,24.12,,
1338 Holbourn,14961,1.37,-0.5,30.93,,
1338 Holbourn,14964,1.36,-0.51,31.58,,
1338 Holbourn,14968,1.29,-0.58,35.93,,
1338 Holbourn,14972,1.37,-0.5,31.04,,
1338 Holbourn,14976,1.53,-0.35,21.24,,
1338 Holbourn,14980,1.6,-0.28,16.97,,
1338 Holbourn,14984,1.71,-0.17,10.24,,
1338 Holbourn,14987,1.51,-0.37,22.58,,
1338 Holbourn,14991,1.4,-0.48,29.39,,
1338 Holbourn,14995,1.45,-0.43,26.36,,
1338 Holbourn,14999,1.46,-0.42,25.78,,
1338 Holbourn,15003,1.39,-0.49,30.09,,
1338 Holbourn,15007,1.51,-0.37,22.69,,
1338 Holbourn,15010,1.39,-0.49,30.06,,
1338 Holbourn,15014,1.36,-0.52,31.89,,
1338 Holbourn,15018,1.42,-0.46,28.19,,
1338 Holbourn,15022,1.48,-0.4,24.48,,
1338 Holbourn,15026,1.49,-0.39,23.85,,
1338 Holbourn,15030,1.36,-0.52,31.83,,
1338 Holbourn,15034,1.66,-0.22,13.35,,
1338 Holbourn,15037,1.42,-0.46,28.11,,
1338 Holbourn,15041,1.31,-0.57,34.87,,
1338 Holbourn,15045,1.27,-0.61,37.31,,
1338 Holbourn,15049,1.24,-0.64,39.14,,
1338 Holbourn,15053,1.11,-0.77,47.13,,
1338 Holbourn,15057,1.28,-0.6,36.65,,
1338 Holbourn,15060,1.45,-0.43,26.18,,
1338 Holbourn,15064,1.34,-0.54,32.93,,
1338 Holbourn,15068,1.52,-0.35,21.84,,
1338 Holbourn,15072,1.39,-0.48,29.82,,
1338 Holbourn,15076,1.03,-0.84,51.96,,
1338 Holbourn,15080,0.69,-1.18,72.87,,
1338 Holbourn,15084,1.18,-0.69,42.7,,
1338 Holbourn,15088,1.27,-0.6,37.15,,
1338 Holbourn,15092,0.96,-0.91,56.21,,
1338 Holbourn,15096,1.06,-0.81,50.04,,
1338 Holbourn,15100,1.05,-0.82,50.64,,
1338 Holbourn,15103,1.42,-0.45,27.8,,
1338 Holbourn,15107,1.58,-0.29,17.86,,
1338 Holbourn,15111,1.57,-0.3,18.38,,
1338 Holbourn,15115,1.74,-0.13,7.83,,
1338 Holbourn,15119,1.2,-0.67,40.96,,
1338 Holbourn,15122,1.28,-0.58,35.97,,
1338 Holbourn,15126,1.61,-0.25,15.57,,
1338 Holbourn,15129,1.47,-0.39,24.12,,
1338 Holbourn,15133,1.55,-0.31,19.1,,
1338 Holbourn,15136,1.66,-0.2,12.26,,
1338 Holbourn,15139,1.48,-0.38,23.27,,
1338 Holbourn,15142,1.47,-0.39,23.81,,
1338 Holbourn,15146,1.71,-0.15,8.95,,
1338 Holbourn,15148,1.47,-0.38,23.67,,
1338 Holbourn,15151,1.31,-0.54,33.45,,
1338 Holbourn,15154,1.6,-0.25,15.53,,
1338 Holbourn,15158,1.55,-0.3,18.52,,
1338 Holbourn,15161,1.54,-0.31,19.06,,
1338 Holbourn,15164,1.51,-0.34,20.84,,
1338 Holbourn,15168,1.47,-0.38,23.21,,
1338 Holbourn,15171,1.34,-0.51,31.14,,
1338 Holbourn,15174,1.29,-0.55,34.15,,
1338 Holbourn,15177,1.21,-0.63,39,,
1338 Holbourn,15181,1.62,-0.22,13.68,,
1338 Holbourn,15184,1.51,-0.33,20.37,,
1338 Holbourn,15187,1.36,-0.48,29.54,,
1338 Holbourn,15191,1.14,-0.7,42.98,,
1338 Holbourn,15194,0.76,-1.08,66.3,,
1338 Holbourn,15200,0.97,-0.87,53.23,,
1338 Holbourn,15205,1.26,-0.57,35.2,,
1338 Holbourn,15211,1.09,-0.74,45.44,,
1338 Holbourn,15217,1.05,-0.77,47.67,,
1338 Holbourn,15223,1.28,-0.54,33.29,,
1338 Holbourn,15228,1.46,-0.36,22.03,,
1338 Holbourn,15234,1.44,-0.37,23.04,,
1338 Holbourn,15240,1.75,-0.06,3.73,,
1338 Holbourn,15246,1.69,-0.12,7.2,,
1338 Holbourn,15251,1.59,-0.21,13.17,,
1338 Holbourn,15257,1.61,-0.19,11.71,,
1338 Holbourn,15263,1.49,-0.31,18.87,,
1338 Holbourn,15269,1.68,-0.11,6.95,,
1338 Holbourn,15274,1.74,-0.05,3.07,,
1338 Holbourn,15280,1.45,-0.34,20.7,,
1338 Holbourn,15286,1.25,-0.53,32.78,,
1338 Holbourn,15290,1.5,-0.28,17.24,,
1338 Holbourn,15295,1.26,-0.52,31.83,,
1338 Holbourn,15299,1.35,-0.42,26.14,,
1338 Holbourn,15303,1.03,-0.74,45.71,,
1338 Holbourn,15308,1.33,-0.44,27.1,,
1338 Holbourn,15312,1.56,-0.21,12.84,,
1338 Holbourn,15312,1.6,-0.17,10.37,,
1338 Holbourn,15316,1.7,-0.07,4.11,,
1338 Holbourn,15321,1.25,-0.51,31.66,,
1338 Holbourn,15325,1.21,-0.55,34,,
1338 Holbourn,15328,1.32,-0.44,27.15,,
1338 Holbourn,15330,1.64,-0.12,7.4,,
1338 Holbourn,15333,1.7,-0.06,3.62,,
1338 Holbourn,15336,1.66,-0.1,6,,
1338 Holbourn,15339,1.66,-0.1,5.91,,
1338 Holbourn,15341,1.8,0.04,-2.76,,
1338 Holbourn,15344,1.81,0.06,-3.46,,
1338 Holbourn,15347,1.77,0.02,-1.08,,
1338 Holbourn,15350,1.6,-0.15,9.29,,
1338 Holbourn,15352,1.54,-0.21,12.93,,
1338 Holbourn,15355,1.58,-0.17,10.38,,
1338 Holbourn,15358,1.26,-0.49,29.99,,
1338 Holbourn,15361,1.71,-0.04,2.21,,
1338 Holbourn,15363,1.8,0.05,-3.38,,
1338 Holbourn,15366,1.51,-0.23,14.38,,
1338 Holbourn,15369,1.56,-0.18,11.21,,
1338 Holbourn,15372,1.51,-0.23,14.21,,
1338 Holbourn,15372,1.47,-0.27,16.67,,
1338 Holbourn,15374,1.64,-0.1,6.15,,
1338 Holbourn,15377,1.72,-0.02,1.14,,
1338 Holbourn,15380,1.68,-0.06,3.52,,
1338 Holbourn,15383,1.63,-0.11,6.51,,
1338 Holbourn,15385,1.55,-0.18,11.37,,
1338 Holbourn,15388,1.41,-0.32,19.9,,
1338 Holbourn,15391,1.55,-0.18,11.2,,
1338 Holbourn,15393,1.77,0.04,-2.39,,
1338 Holbourn,15396,1.59,-0.14,8.6,,
1338 Holbourn,15399,1.65,-0.08,4.82,,
1338 Holbourn,15402,1.68,-0.05,2.91,,
1338 Holbourn,15404,1.45,-0.28,17.03,,
1338 Holbourn,15407,1.82,0.09,-5.79,,
1338 Holbourn,15413,1.82,0.1,-5.9,,
1338 Holbourn,15415,1.84,0.12,-7.17,,
1338 Holbourn,15418,1.78,0.06,-3.53,,
1338 Holbourn,15421,1.79,0.07,-4.2,,
1338 Holbourn,15424,1.64,-0.08,4.97,,
1338 Holbourn,15426,1.53,-0.19,11.71,,
1338 Holbourn,15429,1.47,-0.25,15.35,,
1338 Holbourn,15432,1.42,-0.3,18.37,,
1338 Holbourn,15437,1.27,-0.45,27.51,,
1338 Holbourn,15440,1.15,-0.57,34.84,,
1338 Holbourn,15443,1.47,-0.25,15.09,,
1338 Holbourn,15447,1.58,-0.13,8.25,,
1338 Holbourn,15452,1.59,-0.12,7.54,,
1338 Holbourn,15456,1.46,-0.25,15.47,,
1338 Holbourn,15460,1.46,-0.25,15.4,,
1338 Holbourn,15464,1.36,-0.35,21.48,,
1338 Holbourn,15468,1.2,-0.51,31.26,,
1338 Holbourn,15472,1.22,-0.49,29.95,,
1338 Holbourn,15476,1.14,-0.57,34.8,,
1338 Holbourn,15480,1.45,-0.25,15.65,,
1338 Holbourn,15485,1.59,-0.11,6.95,,
1338 Holbourn,15489,1.52,-0.18,11.18,,
1338 Holbourn,15493,1.2,-0.5,30.8,,
1338 Holbourn,15497,1.24,-0.46,28.27,,
1338 Holbourn,15501,1.06,-0.64,39.28,,
1338 Holbourn,15506,1.39,-0.31,18.92,,
1338 Holbourn,15510,1.37,-0.33,20.11,,
1338 Holbourn,15514,1.27,-0.43,26.22,,
1338 Holbourn,15518,1.02,-0.68,41.57,,
1338 Holbourn,15520,1.28,-0.42,25.55,,
1338 Holbourn,15521,1.45,-0.24,15.07,,
1338 Holbourn,15523,1.63,-0.06,3.98,,
1338 Holbourn,15525,1.75,0.06,-3.43,,
1338 Holbourn,15527,1.72,0.03,-1.6,,
1338 Holbourn,15528,1.77,0.08,-4.69,,
1338 Holbourn,15530,1.63,-0.06,3.9,,
1338 Holbourn,15532,1.58,-0.11,6.96,,
1338 Holbourn,15534,1.45,-0.24,14.94,,
1338 Holbourn,15535,1.49,-0.2,12.47,,
1338 Holbourn,15537,1.67,-0.02,1.37,,
1338 Holbourn,15539,1.65,-0.04,2.58,,
1338 Holbourn,15541,1.64,-0.05,3.18,,
1338 Holbourn,15543,1.63,-0.06,3.77,,
1338 Holbourn,15544,1.57,-0.12,7.45,,
1338 Holbourn,15546,1.64,-0.05,3.12,,
1338 Holbourn,15548,1.52,-0.17,10.49,,
1338 Holbourn,15550,1.61,-0.08,4.93,,
1338 Holbourn,15551,1.5,-0.19,11.69,,
1338 Holbourn,15553,1.48,-0.21,12.9,,
1338 Holbourn,15555,1.54,-0.15,9.18,,
1338 Holbourn,15556,1.41,-0.28,17.17,,
1338 Holbourn,15558,1.39,-0.3,18.38,,
1338 Holbourn,15560,1.27,-0.42,25.75,,
1338 Holbourn,15561,1.59,-0.1,6.05,,
1338 Holbourn,15563,1.49,-0.2,12.18,,
1338 Holbourn,15565,1.18,-0.51,31.23,,
1338 Holbourn,15567,1.08,-0.61,37.37,,
1338 Holbourn,15568,1.14,-0.55,33.67,,
1338 Holbourn,15570,0.67,-1.02,62.57,,
1337 Kochhann,15570,0.54,-1.07,66.08,,
1337 Kochhann,15572,0.78,-0.84,51.72,,
1337 Kochhann,15575,1.2,-0.41,25.41,,
1337 Kochhann,15578,0.66,-0.95,58.67,,
1337 Kochhann,15581,0.55,-1.06,65.47,,
1337 Kochhann,15584,0.56,-1.06,64.95,,
1337 Kochhann,15587,0.91,-0.7,43.38,,
1337 Kochhann,15590,0.82,-0.8,49.07,,
1337 Kochhann,15593,0.39,-1.23,75.5,,
1337 Kochhann,15597,0.52,-1.1,67.52,,
1337 Kochhann,15602,1.24,-0.37,22.81,,
1337 Kochhann,15604,0.55,-1.07,65.65,,
1337 Kochhann,15608,1.41,-0.2,12.42,,
1337 Kochhann,15613,1.73,0.12,-7.26,,
1337 Kochhann,15618,1.68,0.07,-4.18,,
1337 Kochhann,15623,1.72,0.11,-6.64,,
1337 Kochhann,15629,1.7,0.09,-5.4,,
1337 Kochhann,15634,1.77,0.16,-9.7,,
1337 Kochhann,15639,1.75,0.14,-8.46,,
1337 Kochhann,15644,1.75,0.14,-8.46,,
1337 Kochhann,15649,1.76,0.15,-9.06,,
1337 Kochhann,15654,1.72,0.11,-6.6,,
1337 Kochhann,15659,1.66,0.05,-2.9,,
1337 Kochhann,15664,1.37,-0.24,14.96,,
1337 Kochhann,15669,1.37,-0.24,14.96,,
1337 Kochhann,15674,1.5,-0.11,6.97,,
1337 Kochhann,15679,1.63,0.02,-1.03,,
1337 Kochhann,15684,1.7,0.09,-5.33,,
1337 Kochhann,15690,1.22,-0.39,24.22,,
1337 Kochhann,15695,1.39,-0.22,13.76,,
1337 Kochhann,15700,1.39,-0.22,13.77,,
1337 Kochhann,15705,1.16,-0.46,28,,
1337 Kochhann,15710,1.07,-0.55,33.62,,
1337 Kochhann,15715,1.45,-0.17,10.31,,
1337 Kochhann,15720,1.22,-0.4,24.54,,
1337 Kochhann,15726,1.33,-0.29,17.87,,
1337 Kochhann,15733,1.74,0.12,-7.26,,
1337 Kochhann,15740,1.64,0.02,-0.99,,
1337 Kochhann,15747,1.51,-0.12,7.12,,
1337 Kochhann,15753,1.58,-0.05,2.9,,
1337 Kochhann,15760,1.76,0.13,-8.07,,
1337 Kochhann,15767,1.62,-0.01,0.66,,
1337 Kochhann,15773,1.52,-0.11,6.9,,
1337 Kochhann,15780,1.45,-0.18,11.32,,
1337 Kochhann,15787,1.55,-0.09,5.27,,
1337 Kochhann,15794,1.46,-0.18,10.92,,
1337 Kochhann,15800,1.38,-0.26,15.94,,
1337 Kochhann,15804,1.49,-0.15,9.27,,
1337 Kochhann,15808,1.65,0.01,-0.48,,
1337 Kochhann,15811,1.75,0.11,-6.56,,
1337 Kochhann,15815,1.7,0.06,-3.39,,
1337 Kochhann,15819,1.5,-0.15,9.02,,
1337 Kochhann,15823,1.45,-0.2,12.2,,
1337 Kochhann,15827,1.33,-0.32,19.68,,
1337 Kochhann,15831,1.65,0,0.08,,
1337 Kochhann,15835,1.67,0.02,-1.05,,
1337 Kochhann,15839,1.68,0.03,-1.57,,
1337 Kochhann,15843,1.74,0.08,-5.16,,
1337 Kochhann,15846,1.71,0.05,-3.24,,
1337 Kochhann,15850,1.66,0,-0.06,,
1337 Kochhann,15854,1.47,-0.19,11.48,,
1337 Kochhann,15857,1.67,0.01,-0.45,,
1337 Kochhann,15861,1.47,-0.19,11.9,,
1337 Kochhann,15865,1.45,-0.21,13.04,,
1337 Kochhann,15869,1.39,-0.27,16.77,,
1337 Kochhann,15873,1.45,-0.22,13.48,,
1337 Kochhann,15877,1.54,-0.13,7.98,,
1337 Kochhann,15880,1.63,-0.04,2.7,,
1337 Kochhann,15885,1.2,-0.47,28.98,,
1337 Kochhann,15888,1.3,-0.37,22.84,,
1337 Kochhann,15893,1,-0.68,41.67,,
1337 Kochhann,15899,1.78,0.1,-6.06,,
1337 Kochhann,15903,1.49,-0.19,11.94,,
1337 Kochhann,15908,1.85,0.17,-10.33,,
1337 Kochhann,15913,1.28,-0.4,24.81,,
1337 Kochhann,15919,1.78,0.1,-6,,
1337 Kochhann,15922,1.38,-0.31,18.93,,
1337 Kochhann,15928,1.86,0.17,-10.46,,
1337 Kochhann,15933,1.66,-0.04,2.28,,
1337 Kochhann,15940,1.64,-0.05,3.25,,
1337 Kochhann,15944,1.49,-0.21,12.71,,
1337 Kochhann,15949,1.61,-0.08,5.2,,
1337 Kochhann,15954,1.57,-0.13,8.27,,
1337 Kochhann,15959,1.43,-0.27,16.77,,
1337 Kochhann,15964,1.54,-0.16,9.94,,
1337 Kochhann,15970,1.37,-0.33,20.54,,
1337 Kochhann,15974,1.43,-0.28,17.32,,
1337 Kochhann,15980,1.01,-0.7,43.01,,
1337 Kochhann,15985,0.93,-0.79,48.36,,
1337 Kochhann,15990,1.12,-0.6,36.67,,
1337 Kochhann,15996,0.7,-1.01,62.41,,
1337 Kochhann,16006,0.73,-0.99,60.82,,
1337 Kochhann,16011,0.69,-1.03,63.42,,
1337 Kochhann,16017,0.86,-0.87,53.3,,
1337 Kochhann,16023,1.63,-0.09,5.64,,
1337 Kochhann,16028,1.68,-0.05,3.01,,
1337 Kochhann,16034,1.36,-0.37,22.73,,
1337 Kochhann,16039,1.31,-0.42,26.07,,
1337 Kochhann,16045,1.35,-0.38,23.58,,
1337 Kochhann,16049,1.16,-0.57,34.9,,
1337 Kochhann,16054,1.39,-0.34,21.07,,
1337 Kochhann,16059,1.44,-0.29,17.83,,
1337 Kochhann,16064,1.35,-0.38,23.51,,
1337 Kochhann,16072,1.3,-0.44,27.01,,
1337 Kochhann,16078,1.18,-0.55,34.12,,
1337 Kochhann,16083,1.35,-0.39,23.8,,
1337 Kochhann,16089,1.42,-0.33,20.02,,
1337 Kochhann,16094,1.41,-0.33,20.22,,
1337 Kochhann,16099,1.47,-0.28,17.16,,
1337 Kochhann,16105,1.01,-0.73,45.15,,
1337 Kochhann,16111,1.13,-0.61,37.55,,
1337 Kochhann,16116,1.11,-0.64,39.24,,
1337 Kochhann,16122,1.33,-0.42,25.67,,
1337 Kochhann,16127,1.43,-0.32,19.43,,
1337 Kochhann,16133,1.51,-0.24,14.48,,
1337 Kochhann,16145,1.38,-0.36,22.17,,
1337 Kochhann,16149,1.28,-0.46,28.24,,
1337 Kochhann,16156,1.27,-0.47,29.19,,
1337 Kochhann,16161,1.18,-0.56,34.33,,
1337 Kochhann,16169,0.89,-0.85,52.26,,
1337 Kochhann,16173,1.11,-0.63,38.89,,
1337 Kochhann,16177,0.99,-0.75,46.13,,
1337 Kochhann,16178,1.28,-0.46,28.4,,
1337 Kochhann,16181,1.34,-0.4,24.38,,
1337 Kochhann,16189,1.31,-0.43,26.56,,
1337 Kochhann,16195,1.22,-0.52,31.76,,
