Core,Age,Oxygen,delW,sea_level,age_ka,sea_level_smooth
1338 Holbourn,13737,2.16,0.16,-10.15,,
1338 Holbourn,13738,2.17,0.17,-10.75,,
1338 Holbourn,13739,2.17,0.17,-10.73,,
1338 Holbourn,13740,2.18,0.18,-11.33,,
1338 Holbourn,13741,2.24,0.24,-15,,
1338 Holbourn,13742,2.06,0.06,-3.9,,
1338 Holbourn,13743,2.19,0.19,-11.89,,
1338 Holbourn,13744,2.16,0.16,-10.02,,
1338 Holbourn,13745,2.13,0.13,-8.16,,
1338 Holbourn,13746,2.11,0.11,-6.91,,
1338 Holbourn,13746,2.21,0.21,-13.06,,
1338 Holbourn,13747,2.4,0.4,-24.74,,
1338 Holbourn,13748,2.18,0.18,-11.18,,
1338 Holbourn,13749,2.15,0.15,-9.32,,
1338 Holbourn,13749,2.12,0.12,-7.47,,
1338 Holbourn,13750,2.13,0.13,-8.07,,
1338 Holbourn,13751,1.96,-0.04,2.41,,
1338 Holbourn,13752,2.21,0.21,-12.95,,
1338 Holbourn,13753,2.17,0.17,-10.47,,
1338 Holbourn,13754,1.98,-0.02,1.24,,
1338 Holbourn,13755,2.21,0.21,-12.9,,
1338 Holbourn,13756,2.29,0.29,-17.8,,
1338 Holbourn,13757,2.14,0.14,-8.56,,
1338 Holbourn,13759,2.23,0.23,-14.06,,
1338 Holbourn,13760,2.39,0.39,-23.89,,
1338 Holbourn,13761,2.4,0.4,-24.48,,
1338 Holbourn,13762,2.14,0.14,-8.47,,
1338 Holbourn,13763,2.23,0.23,-13.99,,
1338 Holbourn,13764,2.11,0.11,-6.58,,
1338 Holbourn,13765,2.17,0.17,-10.26,,
1338 Holbourn,13766,2.26,0.26,-15.78,,
1338 Holbourn,13767,2.34,0.34,-20.68,,
1338 Holbourn,13768,2.16,0.16,-9.59,,
1338 Holbourn,13768,2.13,0.13,-7.74,,
1338 Holbourn,13769,2.38,0.38,-23.11,,
1338 Holbourn,13770,2.09,0.09,-5.24,,
1338 Holbourn,13771,2.19,0.18,-11.38,,
1338 Holbourn,13772,2.2,0.19,-11.98,,
1338 Holbourn,13773,2.14,0.13,-8.27,,
1338 Holbourn,13774,2.14,0.13,-8.25,,
1338 Holbourn,13775,2.21,0.2,-12.54,,
1338 Holbourn,13776,1.96,-0.05,2.86,,
1338 Holbourn,13777,2.28,0.27,-16.81,,
1338 Holbourn,13778,2.28,0.27,-16.79,,
1338 Holbourn,13779,2.33,0.32,-19.85,,
1338 Holbourn,13780,2.14,0.13,-8.14,,
1338 Holbourn,13782,2.23,0.22,-13.64,,
1338 Holbourn,13783,1.94,-0.07,4.22,,
1338 Holbourn,13784,2.16,0.15,-9.3,,
1338 Holbourn,13785,2.25,0.24,-14.82,,
1338 Holbourn,13786,2.08,0.07,-4.34,,
1338 Holbourn,13787,2.01,0,-0.01,,
1338 Holbourn,13788,2.06,0.05,-3.07,,
1338 Holbourn,13789,2.01,0,0.02,,
1338 Holbourn,13790,1.97,-0.04,2.5,,
1338 Holbourn,13791,1.92,-0.09,5.6,,
1338 Holbourn,13792,2.03,0.02,-1.15,,
1338 Holbourn,13793,2.12,0.11,-6.67,,
1338 Holbourn,13794,2.31,0.3,-18.35,,
1338 Holbourn,13795,2.07,0.06,-3.56,,
1338 Holbourn,13796,1.96,-0.05,3.23,,
1338 Holbourn,13797,1.99,-0.02,1.4,,
1338 Holbourn,13798,1.93,-0.08,5.11,,
1338 Holbourn,13799,2.07,0.06,-3.49,,
1338 Holbourn,13800,1.91,-0.1,6.38,,
1338 Holbourn,13801,1.65,-0.36,22.39,,
1338 Holbourn,13802,1.99,-0.02,1.49,,
1338 Holbourn,13803,1.89,-0.12,7.66,,
1338 Holbourn,13804,2.13,0.12,-7.09,,
1338 Holbourn,13805,1.87,-0.15,8.93,,
1338 Holbourn,13806,1.99,-0.03,1.56,,
1338 Holbourn,13807,1.84,-0.18,10.81,,
1338 Holbourn,13808,2.18,0.16,-10.09,,
1338 Holbourn,13809,1.79,-0.23,13.92,,
1338 Holbourn,13810,1.96,-0.06,3.48,,
1338 Holbourn,13812,1.77,-0.25,15.21,,
1338 Holbourn,13813,1.57,-0.45,27.53,,
1338 Holbourn,13814,1.81,-0.21,12.78,,
1338 Holbourn,13815,1.84,-0.18,10.96,,
1338 Holbourn,13816,1.7,-0.32,19.59,,
1338 Holbourn,13817,1.75,-0.27,16.53,,
1338 Holbourn,13818,1.75,-0.27,16.55,,
1338 Holbourn,13819,2.02,0,-0.05,,
1338 Holbourn,13820,1.74,-0.28,17.2,,
1338 Holbourn,13821,1.73,-0.29,17.83,,
1338 Holbourn,13823,1.65,-0.37,22.79,,
1338 Holbourn,13824,1.5,-0.52,32.04,,
1338 Holbourn,13825,1.6,-0.42,25.91,,
1338 Holbourn,13826,1.63,-0.39,24.08,,
1338 Holbourn,13827,1.46,-0.56,34.56,,
1338 Holbourn,13828,1.43,-0.59,36.42,,
1338 Holbourn,13829,1.7,-0.32,19.82,,
1338 Holbourn,13830,1.47,-0.55,34,,
1338 Holbourn,13831,1.88,-0.14,8.78,,
1338 Holbourn,13832,1.68,-0.34,21.11,,
1338 Holbourn,13833,1.81,-0.21,13.13,,
1338 Holbourn,13834,1.83,-0.19,11.91,,
1338 Holbourn,13835,1.67,-0.35,21.78,,
1338 Holbourn,13836,1.88,-0.14,8.87,,
1338 Holbourn,13837,2.04,0.02,-0.95,,
1338 Holbourn,13838,1.96,-0.06,3.99,,
1338 Holbourn,13839,1.96,-0.07,4.01,,
1338 Holbourn,13840,1.91,-0.12,7.1,,
1338 Holbourn,13841,2.08,0.05,-3.34,,
1338 Holbourn,13842,1.85,-0.18,10.83,,
1338 Holbourn,13843,2.16,0.13,-8.23,,
1338 Holbourn,13848,1.77,-0.26,15.86,,
1338 Holbourn,13850,1.73,-0.3,18.36,,
1338 Holbourn,13852,1.85,-0.18,11.01,,
1338 Holbourn,13855,1.68,-0.35,21.53,,
1338 Holbourn,13857,1.85,-0.18,11.1,,
1338 Holbourn,13860,1.61,-0.42,25.92,,
1338 Holbourn,13862,1.6,-0.43,26.58,,
1338 Holbourn,13865,1.65,-0.38,23.55,,
1338 Holbourn,13867,1.37,-0.66,40.82,,
1338 Holbourn,13869,1.52,-0.51,31.63,,
1338 Holbourn,13872,1.47,-0.56,34.76,,
1338 Holbourn,13874,1.26,-0.78,47.72,,
1338 Holbourn,13876,1.29,-0.75,45.91,,
1338 Holbourn,13879,1.32,-0.72,44.11,,
1338 Holbourn,13881,1.37,-0.67,41.07,,
1338 Holbourn,13883,1.64,-0.4,24.49,,
1338 Holbourn,13886,1.62,-0.42,25.78,,
1338 Holbourn,13888,1.68,-0.36,22.12,,
1338 Holbourn,13891,1.65,-0.39,24.02,,
1338 Holbourn,13893,1.41,-0.63,38.83,,
1338 Holbourn,13896,1.29,-0.75,46.27,,
1338 Holbourn,13898,1.2,-0.84,51.84,,
1338 Holbourn,13901,1.08,-0.96,59.26,,
1338 Holbourn,13903,1.25,-0.79,48.8,,
1338 Holbourn,13905,1.1,-0.94,58.03,,
1338 Holbourn,13906,1.06,-0.98,60.49,,
1338 Holbourn,13908,1.19,-0.85,52.48,,
1338 Holbourn,13910,1.27,-0.77,47.56,,
1338 Holbourn,13912,1.34,-0.7,43.25,,
1338 Holbourn,13914,1.18,-0.86,53.09,,
1338 Holbourn,13916,1.14,-0.9,55.55,,
1338 Holbourn,13917,1.53,-0.51,31.55,,
1338 Holbourn,13919,1.07,-0.97,59.85,,
1338 Holbourn,13921,1.89,-0.15,9.39,,
1338 Holbourn,13923,1.7,-0.34,21.08,,
1338 Holbourn,13925,1.87,-0.17,10.62,,
1338 Holbourn,13926,1.78,-0.26,16.15,,
1338 Holbourn,13928,1.56,-0.48,29.69,,
1338 Holbourn,13930,1.73,-0.31,19.22,,
1338 Holbourn,13932,1.82,-0.22,13.68,,
1338 Holbourn,13934,1.42,-0.62,38.3,,
1338 Holbourn,13936,1.5,-0.54,33.37,,
1338 Holbourn,13937,1.28,-0.76,46.91,,
1338 Holbourn,13939,1.41,-0.63,38.9,,
1338 Holbourn,13941,1.32,-0.72,44.44,,
1338 Holbourn,13943,1.6,-0.44,27.21,,
1338 Holbourn,13945,1.38,-0.66,40.74,,
1338 Holbourn,13947,1.4,-0.64,39.51,,
1338 Holbourn,13948,1.5,-0.54,33.35,,
1338 Holbourn,13950,1.58,-0.46,28.43,,
1338 Holbourn,13952,1.54,-0.5,30.89,,
1338 Holbourn,13954,1.56,-0.48,29.65,,
1338 Holbourn,13956,1.56,-0.48,29.65,,
1338 Holbourn,13957,1.55,-0.49,30.27,,
1338 Holbourn,13959,1.82,-0.22,13.65,,
1338 Holbourn,13961,1.64,-0.4,24.72,,
1338 Holbourn,13963,1.88,-0.16,9.95,,
1338 Holbourn,13965,1.67,-0.37,22.87,,
1338 Holbourn,13967,1.94,-0.1,6.25,,
1338 Holbourn,13968,1.68,-0.36,22.25,,
1338 Holbourn,13970,1.62,-0.42,25.94,,
1338 Holbourn,13972,1.6,-0.44,27.17,,
1338 Holbourn,13974,1.56,-0.48,29.63,,
1338 Holbourn,13976,1.57,-0.47,29.01,,
1338 Holbourn,13977,1.65,-0.39,24.09,,
1338 Holbourn,13979,1.6,-0.44,27.16,,
1338 Holbourn,13981,1.56,-0.48,29.62,,
1338 Holbourn,13983,1.51,-0.53,32.69,,
1338 Holbourn,13985,1.43,-0.61,37.61,,
1338 Holbourn,13987,1.53,-0.51,31.46,,
1338 Holbourn,13988,1.38,-0.66,40.69,,
1338 Holbourn,13990,1.32,-0.72,44.38,,
1338 Holbourn,13992,1.06,-0.98,60.37,,
1338 Holbourn,13993,1.23,-0.81,49.91,,
1338 Holbourn,13995,1.31,-0.73,44.99,,
1338 Holbourn,13996,1.3,-0.74,45.6,,
1338 Holbourn,13997,1.18,-0.86,52.98,,
1338 Holbourn,13998,1.58,-0.46,28.37,,
1338 Holbourn,14000,1.38,-0.66,40.67,,
1338 Holbourn,14001,1.58,-0.46,28.33,,
1338 Holbourn,14002,1.39,-0.65,40,,
1338 Holbourn,14003,1.82,-0.22,13.51,,
1338 Holbourn,14005,1.78,-0.26,15.91,,
1338 Holbourn,14006,1.56,-0.48,29.42,,
1338 Holbourn,14007,1.76,-0.28,17.08,,
1338 Holbourn,14008,1.76,-0.28,17.05,,
1338 Holbourn,14010,1.83,-0.21,12.68,,
1338 Holbourn,14011,1.74,-0.3,18.19,,
1338 Holbourn,14012,1.87,-0.17,10.16,,
1338 Holbourn,14013,1.7,-0.33,20.59,,
1338 Holbourn,14015,1.77,-0.26,16.23,,
1338 Holbourn,14016,1.59,-0.44,27.27,,
1338 Holbourn,14017,1.8,-0.23,14.32,,
1338 Holbourn,14018,1.68,-0.35,21.68,,
1338 Holbourn,14020,1.72,-0.31,19.15,,
1338 Holbourn,14021,1.48,-0.55,33.89,,
1338 Holbourn,14022,1.74,-0.29,17.86,,
1338 Holbourn,14023,1.37,-0.66,40.6,,
1338 Holbourn,14025,1.82,-0.21,12.85,,
1338 Holbourn,14026,1.41,-0.62,38.05,,
1338 Holbourn,14027,1.29,-0.74,45.41,,
1338 Holbourn,14028,1.55,-0.48,29.38,,
1338 Holbourn,14030,1.55,-0.48,29.32,,
1338 Holbourn,14031,1.48,-0.55,33.6,,
1338 Holbourn,14033,1.69,-0.33,20.61,,
1338 Holbourn,14035,1.66,-0.36,22.4,,
1338 Holbourn,14036,2.14,0.12,-7.17,,
1338 Holbourn,14038,1.75,-0.27,16.77,,
1338 Holbourn,14038,1.84,-0.18,11.23,,
1338 Holbourn,14040,2.16,0.14,-8.52,,
1338 Holbourn,14042,2.02,0,0.04,,
1338 Holbourn,14043,1.97,-0.05,3.09,,
1338 Holbourn,14045,1.86,-0.16,9.8,,
1338 Holbourn,14047,2.02,0,-0.11,,
1338 Holbourn,14049,1.99,-0.03,1.68,,
1338 Holbourn,14050,1.78,-0.24,14.57,,
1338 Holbourn,14052,1.8,-0.22,13.28,,
1338 Holbourn,14054,1.69,-0.32,19.99,,
1338 Holbourn,14056,1.84,-0.17,10.7,,
1338 Holbourn,14057,1.55,-0.46,28.52,,
1338 Holbourn,14059,1.72,-0.29,17.99,,
1338 Holbourn,14061,1.57,-0.44,27.17,,
1338 Holbourn,14062,1.57,-0.44,27.14,,
1338 Holbourn,14064,1.81,-0.2,12.31,,
1338 Holbourn,14066,1.51,-0.5,30.71,,
1338 Holbourn,14068,1.63,-0.38,23.27,,
1338 Holbourn,14069,1.56,-0.45,27.54,,
1338 Holbourn,14071,1.68,-0.33,20.1,,
1338 Holbourn,14073,1.48,-0.53,32.35,,
1338 Holbourn,14075,1.61,-0.39,24.29,,
1338 Holbourn,14076,1.64,-0.36,22.41,,
1338 Holbourn,14078,1.68,-0.32,19.89,,
1338 Holbourn,14080,1.7,-0.3,18.6,,
1338 Holbourn,14082,1.68,-0.32,19.77,,
1338 Holbourn,14083,1.7,-0.3,18.51,,
1338 Holbourn,14085,1.74,-0.26,15.99,,
1338 Holbourn,14087,1.62,-0.38,23.32,,
1338 Holbourn,14089,1.89,-0.11,6.64,,
1338 Holbourn,14090,1.72,-0.28,17.07,,
1338 Holbourn,14092,1.71,-0.29,17.63,,
1338 Holbourn,14094,1.69,-0.31,18.8,,
1338 Holbourn,14096,1.73,-0.26,16.28,,
1338 Holbourn,14097,1.47,-0.52,32.25,,
1338 Holbourn,14099,1.55,-0.44,27.27,,
1338 Holbourn,14101,1.41,-0.58,35.81,,
1338 Holbourn,14103,1.45,-0.54,33.26,,
1338 Holbourn,14104,1.55,-0.44,27.07,,
1338 Holbourn,14106,1.41,-0.58,35.6,,
1338 Holbourn,14108,1.27,-0.72,44.13,,
1338 Holbourn,14110,1.49,-0.5,30.5,,
1338 Holbourn,14112,1.39,-0.59,36.57,,
1338 Holbourn,14114,1.4,-0.58,35.87,,
1338 Holbourn,14116,1.37,-0.61,37.63,,
1338 Holbourn,14118,1.58,-0.4,24.62,,
1338 Holbourn,14120,1.44,-0.54,33.15,,
1338 Holbourn,14122,1.57,-0.41,25.07,,
1338 Holbourn,14123,1.75,-0.23,13.95,,
1338 Holbourn,14125,1.64,-0.34,20.63,,
1338 Holbourn,14127,1.84,-0.13,8.24,,
1338 Holbourn,14129,1.85,-0.12,7.54,,
1338 Holbourn,14131,1.78,-0.19,11.76,,
1338 Holbourn,14133,2.17,0.2,-12.32,,
1338 Holbourn,14135,1.8,-0.17,10.36,,
1338 Holbourn,14137,1.95,-0.02,1.04,,
1338 Holbourn,14139,1.85,-0.12,7.11,,
1338 Holbourn,14141,2.14,0.18,-10.82,,
1338 Holbourn,14143,2.04,0.08,-4.75,,
1338 Holbourn,14145,2.26,0.3,-18.37,,
1338 Holbourn,14147,1.82,-0.14,8.62,,
1338 Holbourn,14149,1.62,-0.34,20.84,,
1338 Holbourn,14151,1.7,-0.26,15.83,,
1338 Holbourn,14152,1.59,-0.37,22.56,,
1338 Holbourn,14154,1.37,-0.59,36.01,,
1338 Holbourn,14156,1.37,-0.58,35.93,,
1338 Holbourn,14158,1.48,-0.47,29.07,,
1338 Holbourn,14160,1.74,-0.21,12.99,,
1338 Holbourn,14162,1.43,-0.52,31.98,,
1338 Holbourn,14164,1.65,-0.3,18.35,,
1338 Holbourn,14166,1.88,-0.07,4.11,,
1338 Holbourn,14168,1.92,-0.03,1.57,,
1338 Holbourn,14170,1.66,-0.28,17.48,,
1338 Holbourn,14172,1.65,-0.29,18.01,,
1338 Holbourn,14174,1.6,-0.34,21,,
1338 Holbourn,14174,1.79,-0.15,9.31,,
1338 Holbourn,14176,1.58,-0.36,22.15,,
1338 Holbourn,14178,1.67,-0.27,16.52,,
1338 Holbourn,14180,1.74,-0.2,12.13,,
1338 Holbourn,14181,1.67,-0.27,16.4,,
1338 Holbourn,14183,1.99,0.05,-3.38,,
1338 Holbourn,14185,1.83,-0.1,6.38,,
1338 Holbourn,14187,1.86,-0.07,4.45,,
1338 Holbourn,14189,1.8,-0.13,8.06,,
1338 Holbourn,14191,1.83,-0.1,6.12,,
1338 Holbourn,14193,1.73,-0.2,12.19,,
1338 Holbourn,14195,1.8,-0.13,7.8,,
1338 Holbourn,14197,1.57,-0.36,21.87,,
1338 Holbourn,14199,1.67,-0.25,15.63,,
1338 Holbourn,14201,1.53,-0.39,24.16,,
1338 Holbourn,14203,1.52,-0.4,24.69,,
1338 Holbourn,14205,1.48,-0.44,27.07,,
1338 Holbourn,14207,1.74,-0.18,10.98,,
1338 Holbourn,14209,1.52,-0.4,24.43,,
1338 Holbourn,14209,1.55,-0.37,22.59,,
1338 Holbourn,14210,1.3,-0.62,37.93,,
1338 Holbourn,14212,1.53,-0.38,23.69,,
1338 Holbourn,14214,1.52,-0.39,24.22,,
1338 Holbourn,14216,1.56,-0.35,21.67,,
1338 Holbourn,14218,1.56,-0.35,21.59,,
1338 Holbourn,14220,1.68,-0.23,14.12,,
1338 Holbourn,14222,1.84,-0.07,4.19,,
1338 Holbourn,14224,1.65,-0.26,15.79,,
1338 Holbourn,14226,1.64,-0.27,16.32,,
1338 Holbourn,14228,1.71,-0.19,11.93,,
1338 Holbourn,14230,1.57,-0.33,20.46,,
1338 Holbourn,14232,1.67,-0.23,14.22,,
1338 Holbourn,14232,1.62,-0.28,17.3,,
1338 Holbourn,14234,1.62,-0.28,17.21,,
1338 Holbourn,14236,1.67,-0.23,14.05,,
1338 Holbourn,14238,1.58,-0.32,19.5,,
1338 Holbourn,14240,1.6,-0.3,18.19,,
1338 Holbourn,14242,1.57,-0.32,19.95,,
1338 Holbourn,14244,1.69,-0.2,12.48,,
1338 Holbourn,14246,1.59,-0.3,18.55,,
1338 Holbourn,14248,1.56,-0.33,20.31,,
1338 Holbourn,14250,1.6,-0.29,17.76,,
1338 Holbourn,14252,1.82,-0.07,4.14,,
1338 Holbourn,14254,1.71,-0.18,10.82,,
1338 Holbourn,14256,1.77,-0.11,7.04,,
1338 Holbourn,14258,1.68,-0.2,12.5,,
1338 Holbourn,14260,1.74,-0.14,8.72,,
1338 Holbourn,14261,1.57,-0.31,19.14,,
1338 Holbourn,14263,1.27,-0.61,37.51,,
1338 Holbourn,14265,1.64,-0.24,14.66,,
1338 Holbourn,14267,1.4,-0.48,29.34,,
1338 Holbourn,14269,1.49,-0.39,23.72,,
1338 Holbourn,14271,1.3,-0.57,35.33,,
1338 Holbourn,14273,1.53,-0.34,21.09,,
1338 Holbourn,14275,1.16,-0.71,43.77,,
1338 Holbourn,14276,1.58,-0.29,17.88,,
1338 Holbourn,14278,1.25,-0.62,38.1,,
1338 Holbourn,14279,1.32,-0.55,33.75,,
1338 Holbourn,14281,1.21,-0.66,40.44,,
1338 Holbourn,14282,1.5,-0.37,22.55,,
1338 Holbourn,14283,1.52,-0.35,21.28,,
1338 Holbourn,14285,1.86,0,0.27,,
1338 Holbourn,14286,1.67,-0.19,11.92,,
1338 Holbourn,14286,1.6,-0.26,16.22,,
1338 Holbourn,14287,1.83,-0.03,2.03,,
1338 Holbourn,14289,1.79,-0.07,4.4,,
1338 Holbourn,14290,1.81,-0.05,3.13,,
1338 Holbourn,14292,1.76,-0.1,6.12,,
1338 Holbourn,14293,1.83,-0.03,1.77,,
1338 Holbourn,14294,1.68,-0.18,10.96,,
1338 Holbourn,14296,1.49,-0.37,22.57,,
1338 Holbourn,14297,1.65,-0.21,12.68,,
1338 Holbourn,14298,1.42,-0.44,26.79,,
1338 Holbourn,14300,1.51,-0.34,21.17,,
1338 Holbourn,14301,1.24,-0.61,37.75,,
1338 Holbourn,14303,1.3,-0.55,34,,
1338 Holbourn,14304,1.13,-0.72,44.44,,
1338 Holbourn,14306,1.34,-0.51,31.46,,
1338 Holbourn,14308,1.14,-0.71,43.71,,
1338 Holbourn,14310,1.31,-0.54,33.19,,
1338 Holbourn,14312,1.32,-0.53,32.52,,
1338 Holbourn,14314,1.29,-0.56,34.31,,
1338 Holbourn,14315,1.24,-0.61,37.35,,
1338 Holbourn,14317,1.35,-0.5,30.53,,
1338 Holbourn,14319,1.22,-0.63,38.47,,
1338 Holbourn,14321,1.32,-0.52,32.26,,
1338 Holbourn,14323,1.37,-0.47,29.13,,
1338 Holbourn,14325,1.41,-0.43,26.61,,
1338 Holbourn,14327,1.61,-0.23,14.24,,
1338 Holbourn,14329,1.64,-0.2,12.34,,
1338 Holbourn,14331,1.73,-0.11,6.75,,
1338 Holbourn,14333,1.8,-0.04,2.38,,
1338 Holbourn,14335,1.8,-0.04,2.32,,
1338 Holbourn,14336,1.66,-0.18,10.91,,
1338 Holbourn,14338,1.45,-0.39,23.78,,
1338 Holbourn,14340,1.49,-0.35,21.26,,
1338 Holbourn,14342,1.18,-0.65,40.28,,
1338 Holbourn,14344,1.23,-0.6,37.15,,
1338 Holbourn,14346,1.3,-0.53,32.78,,
1338 Holbourn,14348,1.2,-0.63,38.88,,
1338 Holbourn,14350,1.62,-0.21,12.97,,
1338 Holbourn,14352,1.41,-0.42,25.84,,
1338 Holbourn,14354,1.52,-0.31,19.01,,
1338 Holbourn,14356,1.32,-0.51,31.27,,
1338 Holbourn,14358,1.51,-0.32,19.52,,
1338 Holbourn,14359,1.31,-0.52,31.8,,
1338 Holbourn,14361,1.47,-0.36,21.89,,
1338 Holbourn,14363,1.29,-0.53,32.91,,
1338 Holbourn,14363,1.18,-0.64,39.68,,
1338 Holbourn,14365,1.28,-0.54,33.47,,
1338 Holbourn,14367,1.45,-0.37,22.95,,
1338 Holbourn,14369,1.38,-0.44,27.2,,
1338 Holbourn,14371,1.66,-0.16,9.92,,
1338 Holbourn,14373,1.69,-0.13,8.01,,
1338 Holbourn,14375,1.6,-0.22,13.49,,
1338 Holbourn,14377,1.68,-0.14,8.51,,
1338 Holbourn,14379,1.59,-0.23,14,,
1338 Holbourn,14380,1.49,-0.33,20.12,,
1338 Holbourn,14382,1.23,-0.59,36.06,,
1338 Holbourn,14384,1.37,-0.45,27.39,,
1338 Holbourn,14386,1.1,-0.71,43.95,,
1338 Holbourn,14388,1.29,-0.52,32.2,,
1338 Holbourn,14390,1.05,-0.76,46.91,,
1338 Holbourn,14392,1.48,-0.33,20.4,,
1338 Holbourn,14394,1.36,-0.45,27.72,,
1338 Holbourn,14396,1.77,-0.04,2.44,,
1338 Holbourn,14398,1.68,-0.13,7.92,,
1338 Holbourn,14400,1.81,0,-0.14,,
1338 Holbourn,14402,1.68,-0.13,7.84,,
1338 Holbourn,14403,1.77,-0.04,2.29,,
1338 Holbourn,14405,1.55,-0.26,15.8,,
1338 Holbourn,14407,1.7,-0.11,6.55,,
1338 Holbourn,14409,1.4,-0.41,24.99,,
1338 Holbourn,14411,1.68,-0.13,7.73,,
1338 Holbourn,14413,1.45,-0.36,21.86,,
1338 Holbourn,14415,1.61,-0.19,11.99,,
1338 Holbourn,14417,1.55,-0.25,15.66,,
1338 Holbourn,14419,1.62,-0.18,11.33,,
1338 Holbourn,14421,1.65,-0.15,9.46,,
1338 Holbourn,14423,1.71,-0.09,5.75,,
1338 Holbourn,14424,1.71,-0.09,5.73,,
1338 Holbourn,14426,1.31,-0.49,30.33,,
1338 Holbourn,14428,1.5,-0.3,18.61,,
1338 Holbourn,14430,1.16,-0.64,39.51,,
1338 Holbourn,14432,1.22,-0.58,35.8,,
1338 Holbourn,14434,1.3,-0.5,30.85,,
1338 Holbourn,14436,1.11,-0.69,42.52,,
1338 Holbourn,14437,1.21,-0.59,36.35,,
1338 Holbourn,14438,1.41,-0.39,24.03,,
1338 Holbourn,14439,1.43,-0.37,22.79,,
1338 Holbourn,14441,1.61,-0.19,11.69,,
1338 Holbourn,14442,1.81,0.01,-0.63,,
1338 Holbourn,14443,1.49,-0.31,19.05,,
1338 Holbourn,14444,2.03,0.23,-14.19,,
1338 Holbourn,14445,1.87,0.07,-4.36,,
1338 Holbourn,14446,2.11,0.31,-19.14,,
1338 Holbourn,14447,1.85,0.05,-3.15,,
1338 Holbourn,14450,1.89,0.09,-5.64,,
1338 Holbourn,14451,1.88,0.08,-5.04,,
1338 Holbourn,14452,1.82,0.02,-1.36,,
1338 Holbourn,14453,1.8,0,-0.14,,
1338 Holbourn,14454,1.73,-0.07,4.16,,
1338 Holbourn,14455,1.58,-0.22,13.37,,
1338 Holbourn,14456,1.56,-0.24,14.59,,
1338 Holbourn,14458,1.54,-0.26,15.8,,
1338 Holbourn,14459,1.57,-0.23,13.94,,
1338 Holbourn,14460,1.57,-0.23,13.93,,
1338 Holbourn,14461,1.31,-0.49,29.92,,
1338 Holbourn,14463,1.26,-0.54,32.97,,
1338 Holbourn,14464,1.49,-0.31,18.81,,
1338 Holbourn,14466,1.37,-0.43,26.17,,
1338 Holbourn,14467,1.42,-0.38,23.08,,
1338 Holbourn,14468,1.35,-0.44,27.38,,
1338 Holbourn,14469,1.54,-0.25,15.67,,
1338 Holbourn,14470,1.27,-0.52,32.28,,
1338 Holbourn,14471,1.51,-0.28,17.5,,
1338 Holbourn,14472,1.45,-0.34,21.18,,
1338 Holbourn,14473,1.57,-0.22,13.78,,
1338 Holbourn,14475,1.41,-0.38,23.6,,
1338 Holbourn,14476,1.53,-0.26,16.21,,
1338 Holbourn,14477,1.68,-0.11,6.96,,
1338 Holbourn,14478,1.65,-0.14,8.8,,
1338 Holbourn,14479,1.7,-0.09,5.71,,
1338 Holbourn,14480,1.71,-0.08,5.08,,
1338 Holbourn,14481,1.72,-0.07,4.46,,
1338 Holbourn,14483,1.94,0.15,-9.11,,
1338 Holbourn,14484,1.57,-0.22,13.65,,
1338 Holbourn,14485,1.65,-0.14,8.72,,
1338 Holbourn,14486,1.41,-0.38,23.48,,
1338 Holbourn,14487,1.36,-0.43,26.54,,
1338 Holbourn,14488,1.55,-0.24,14.84,,
1338 Holbourn,14489,1.51,-0.28,17.29,,
1338 Holbourn,14491,1.43,-0.36,22.19,,
1338 Holbourn,14492,1.34,-0.45,27.71,,
1338 Holbourn,14493,1.23,-0.56,34.47,,
1338 Holbourn,14494,1.19,-0.6,36.92,,
1338 Holbourn,14495,1.36,-0.43,26.45,,
1338 Holbourn,14500,1.3,-0.49,30.08,,
1338 Holbourn,14501,1.15,-0.64,39.31,,
1338 Holbourn,14503,1.24,-0.55,33.76,,
1338 Holbourn,14504,1.1,-0.69,42.37,,
1338 Holbourn,14505,1.16,-0.63,38.68,,
1338 Holbourn,14506,1.03,-0.76,46.67,,
1338 Holbourn,14507,1.13,-0.66,40.52,,
1338 Holbourn,14509,1.31,-0.48,29.43,,
1338 Holbourn,14510,1.35,-0.44,26.97,,
1338 Holbourn,14511,1.42,-0.37,22.65,,
1338 Holbourn,14513,1.55,-0.24,14.65,,
1338 Holbourn,14514,1.73,-0.06,3.57,,
1338 Holbourn,14515,1.79,0,-0.13,,
1338 Holbourn,14517,1.79,0,-0.14,,
1338 Holbourn,14518,1.76,-0.03,1.7,,
1338 Holbourn,14519,1.73,-0.06,3.55,,
1338 Holbourn,14521,1.71,-0.08,4.77,,
1338 Holbourn,14522,1.83,0.04,-2.62,,
1338 Holbourn,14523,1.75,-0.04,2.3,,
1338 Holbourn,14525,1.85,0.06,-3.86,,
1338 Holbourn,14526,1.77,-0.02,1.06,,
1338 Holbourn,14527,1.83,0.04,-2.64,,
1338 Holbourn,14529,1.72,-0.07,4.12,,
1338 Holbourn,14530,1.93,0.14,-8.8,,
1338 Holbourn,14531,1.66,-0.13,7.81,,
1338 Holbourn,14533,1.46,-0.33,20.11,,
1338 Holbourn,14534,1.72,-0.07,4.1,,
1338 Holbourn,14535,1.67,-0.12,7.18,,
1338 Holbourn,14537,1.73,-0.06,3.48,,
1338 Holbourn,14538,1.53,-0.26,15.78,,
1338 Holbourn,14539,1.54,-0.25,15.16,,
1338 Holbourn,14541,1.45,-0.34,20.69,,
